Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,01/2024-25dt17.02.2025,2025_OLIC_111080_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,EXECUTIVE ENGINEER,"O/O E.E. L.I. DIVISION, BALASORE",25-Feb-2025 11:00 AM,12-Mar-2025 11:00 AM,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,25-Feb-2025 11:00 AM ,07-Mar-2025 05:00 PM ,25-Feb-2025 11:00 AM,11-Mar-2025 05:00 PM,"23,074",Yes,percentage,1.0%,Nil,Nil,NUAPUR-IX,"TUBE WELL, DRILLING, INSTALLATION AND EXECUTION OF CIVIL WORK FOR ENERGISATION AT NUAPUR-IX",AS PER MENTION IN DTCN  ,NA ,"23,07,436",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,120.0,"O/O E.E. L.I. DIVISION, BALASORE",756056.0,NA ,NA ,NA ,"O/O E.E. L.I. DIVISION, BALASORE",No ,No,AOC,1,2848949,AMALENDU NAYAK,11-Mar-2025 10:16 AM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,14-Nov-2025,"INR 1,961,551",120.0,Shirish Chandra Munda,15-Dec-2025 01:18 PM,NuapurIXpdf.PDF (950.00 KB),Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee. W.O. Issued.,sirishchmunda,Internal,sureshchdeypreamanandapandaankitanayakjalandhardassarojkumajhi,Shirish Chandra Munda,11-Apr-2025 05:45 PM,techsummary_531417.pdf (2190.80 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Balasore,2025_OLIC_111080_26,01/2024-25dt17.02.2025,NUAPUR-IX,sirishchmunda,Internal,sureshchdeypremanandapandaankitanayakjalandhardassarojkumajhi,Shirish Chandra Munda,14-Nov-2025 05:49 PM,finsummary_531417.pdf (128.68 KB),Finance,Bid Opening,Shirish Chandra Munda,11-Apr-2025 11:34 AM,finance_531417.pdf,BOQ Comparative Chart,1.0,2846494.0,LAKSHMIMANI GIRI,INR,"1,961,551",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2850678,DINESH KUMAR AGARWALA,11-Mar-2025 02:43 PM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2846494,LAKSHMIMANI GIRI,11-Mar-2025 11:30 AM,Accepted-AOC,Bidder awarded work after winning of lottery in presence of all Bidders and Tender committee. W.O. Issued.,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2844772,MAHASWETA DHADA,11-Mar-2025 01:32 PM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2850771,M/S.BAISAKHI CONSTRUCTION PVT.LTD,11-Mar-2025 03:42 PM,Rejected-Finance,Reject,14-Nov-2025 05:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2849981,M/s Maa Subarnmukhi Engineering,11-Mar-2025 12:17 PM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2848615,NABIN KUMAR PAL,10-Mar-2025 09:56 PM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2849077,RAHUL DAS,11-Mar-2025 02:43 PM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2847454,RANJITA SA,11-Mar-2025 11:20 AM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2848413,SUJATA PUSTI,11-Mar-2025 09:59 AM,Rejected-AOC,Reject,15-Dec-2025 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
