Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN in PDF And BoQ in Excel,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",16-Oct-2025 06:30 PM,30-Oct-2025 11:00 AM,16-Oct-2025 06:30 PM,29-Oct-2025 05:00 PM,16-Oct-2025 06:30 PM ,28-Oct-2025 05:00 PM ,16-Oct-2025 06:30 PM,29-Oct-2025 05:00 PM,"2,100",Yes,fixed,,Nil,Nil,SR to RI Office building at Boulajholi for the year 2025-26,SR to RI Office building at Boulajholi for the year 2025-26,NA ,NA ,"2,09,861",Civil Works - Buildings,NA ,Tender,90.0,30.0,Berhampur,760012.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/10/SERWD-II/2025-26,2025_CERWI_119641_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,06-Dec-2025 02:19 PM,finsummary_556528.pdf (1765.17 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_119641_1,Online Tender/10/SERWD-II/2025-26,SR to RI Office building at Boulajholi for the year 2025-26,1.0,3166265.0,BAPINI SETHY,INR,"178,403",Finance,Document to be verified and under scrutiny.,Sudipta Senapati,05-Dec-2025 04:55 PM,finance_556528.pdf,BOQ Comparative Chart,1,3166265,BAPINI SETHY,29-Oct-2025 03:47 PM,Accepted-AOC,Successful Bidder in Lottery,06-Dec-2025 02:24 PM,06-Dec-2025,"INR 178,403",30.0,Sudipta Senapati,06-Dec-2025 02:24 PM,3BoulajholiWO.pdf (1674.00 KB),Work Order,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,06-Dec-2025 02:14 PM,techsummary_556528.pdf (819.97 KB),AOC
,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3159969,DEEPAK KUMAR PATRO,27-Oct-2025 03:55 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3163985,GOBINDA CHANDRA SETHI,28-Oct-2025 04:27 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3166038,JAYANTI KUMARI BEHERA,29-Oct-2025 03:03 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3160070,KRISHNA JENA,27-Oct-2025 04:08 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3166116,Lachheya Mangulu Nadi,29-Oct-2025 03:04 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3145964,MUNA SETHI,28-Oct-2025 02:10 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3166080,NAYANI MANDAL,29-Oct-2025 02:46 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3135012,SATYAVAMA PRADHAN,26-Oct-2025 04:02 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3153848,SONALI SAHU,26-Oct-2025 12:19 PM,Rejected-AOC,Unsuccessful Bidder,06-Dec-2025 02:24 PM,,,,,,,,,,,,,,AOC
