Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,Municipal Bodies||Puri Municipality,P.M. 01/2025-26,2025_ORULB_113908_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Road and Drain at Rajma Sahi ,Jarakata lane in W No 11",CIVIL,Please refer Tender documents. ,NA ,"5,93,315",Civil Works - Others,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF And AFFIDAVIT any other as per DTCN","4,720",0.0,Nil,Nil,No,31-May-2025 03:00 PM,21-Jun-2025 11:00 AM,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,NA ,NA ,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,"5,934",Yes,fixed,,Nil,Nil,AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,22-Dec-2025 06:52 PM,finsummary_541468.pdf (4629.61 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,22-Dec-2025 06:50 PM,techsummary_541468.pdf (4629.61 KB),1,2975203,BIJAYA NARAYAN PRATIHARI,20-Jun-2025 01:36 PM,Rejected-Finance,DECIDED BY TENDER COMMITTEE,22-Dec-2025 06:52 PM,Municipal Bodies||Puri Municipality,2025_ORULB_113908_18,P.M. 01/2025-26,"Construction of Road and Drain at Rajma Sahi ,Jarakata lane in W No 11",1.0,2971414.0,LOKNATH PANDA,INR,"593,255.56",22-Dec-2025,"INR 593,255.56",45.0,Jayanta Kumar Maitra,22-Dec-2025 06:54 PM,ProceddingPM01Y2526.pdf (4630.00 KB),Finance,"2 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,23-Jun-2025 05:17 PM,finance_541468.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2971414,LOKNATH PANDA,20-Jun-2025 12:26 PM,Accepted-AOC,DECIDED BY TENDER COMMITTEE,22-Dec-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,AOC
