Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",NOTICE NO.JID-01 OF 2025-26,2025_CELBB_112501_20,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,16-Apr-2025 01:00 PM,30-Apr-2025 11:00 AM,16-Apr-2025 01:00 PM,29-Apr-2025 05:30 PM,NA ,NA ,16-Apr-2025 01:00 PM,29-Apr-2025 05:30 PM,"36,300",Yes,fixed,,Nil,Nil,Construction of trough wall on Khorat Minor from RD 445 to 655 Mtr of Machhagaon Main Canal,Civil Work,Please refer Tender documents. ,NA ,"36,26,234",Civil Works - Others,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/o the S.E, Jagatsinghpur Irrigation Division",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, Affidavit, NRC, undertakings, GSTIN, PAN and any other documents as per SBD/DTCN",Superintending Engineer,"Jagatsinghpur Irrigation Division, Jagatsinghpur",AOC,Superintending Engineer,Internal,,kamadev das,19-Jun-2025 12:43 PM,techsummary_536707.pdf (68.67 KB),Superintending Engineer,Internal,,kamadev das,19-Jun-2025 12:52 PM,finsummary_536707.pdf (68.67 KB),Finance,"The opening of the Technical and Financial Bid, it is found that 48 nos. of bidder has been participated in the above said work",kamadev das,03-May-2025 11:54 AM,,BOQ Comparative Chart,10-Nov-2025,"INR 3,082,662",180.0,kamadev das,05-Dec-2025 11:02 AM,20.pdf (67.00 KB),1,2896692,ADHIR KUMAR JENA,27-Apr-2025 03:53 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",2025_CELBB_112501_20,NOTICE NO.JID-01 OF 2025-26,Construction of trough wall on Khorat Minor from RD 445 to 655 Mtr of Machhagaon Main Canal,1.0,2896027.0,LAXMIPRIYA SWAIN,INR,"3,082,662",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2893980,ANANDA KABU,28-Apr-2025 06:33 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2894468,ANANT MOHANTY,25-Apr-2025 12:44 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2889670,BIBHU CHARAN MALLICK,20-Apr-2025 10:03 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,2896972,BISMAY KUMAR MALLA,27-Apr-2025 07:05 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,2892858,BULU MOHAPATRA,23-Apr-2025 05:41 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,2893184,DASARATHI SWAIN,24-Apr-2025 12:18 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,2892191,DEBASIS DAS,25-Apr-2025 04:34 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,2896172,GITANJALI PADHIARY,28-Apr-2025 08:12 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,2895889,GYANA RANJAN NAYAK,26-Apr-2025 04:53 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,19-Jun-2025 12:52 PM,,,,,,,,,,AOC
