Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
,,,,,,,,,,,,,,,,,,,11,3059708,Lalita Mohanty,01-Sep-2025 05:19 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,3051129,NIBAS PRADHAN,29-Aug-2025 01:35 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,3059768,NIBEDITA MOHAPATRA,01-Sep-2025 05:29 PM,Rejected-Technical,Non Responsive as failed to secure minimum qualifying marks in plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,14,3048636,PARTHA PRITAM PARIDA,01-Sep-2025 03:53 PM,Rejected-Technical,Non Responsive as failed to secure minimum qualifying marks in plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,15,3056522,PRAKASH CHANDRA PANDA,30-Aug-2025 04:14 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,16,3059318,PRATAP KUMAR DASH,01-Sep-2025 03:19 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,17,3059129,PRIYAMBADA DAS,01-Sep-2025 02:03 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,18,3056828,RASHMI ROY,30-Aug-2025 06:50 PM,Rejected-Technical,Non Responsive as failed to secure minimum qualifying marks in plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,19,3059449,SAMARESH CHHOTARAY,01-Sep-2025 03:41 PM,Accepted-AOC,Award of contract,02-Dec-2025 09:30 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,20,3044224,SAURAV BISWAL,22-Aug-2025 12:49 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,21,3058727,SHATAKSHI COMMERCIAL PROP.- LISMA BISWAL,01-Sep-2025 12:16 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,22,3047374,Shubhendu Tripathy,01-Sep-2025 01:07 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,23,3059544,SL CONSTRUCTIONS,01-Sep-2025 04:22 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,24,3058993,SOUBHAGYA KUMAR JENA,01-Sep-2025 01:30 PM,Rejected-Technical,Non Responsive as not furnished documents for plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,25,3055438,SUKANTA KUMAR SAHOO,01-Sep-2025 04:54 PM,Rejected-Technical,Non Responsive as not furnished the Schedule F in Judicial Paper,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,26,3050174,SUMANKANTA BEHERA(SC),01-Sep-2025 12:30 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,27,3059600,SWADHIN SAHANI,01-Sep-2025 04:47 PM,Rejected-Technical,Non Responsive as failed to secure minimum qualifying marks in plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
