Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage
Additional Chief Engineer,Internal,Sr DAO AE Estimator,Sundara Madhaba Padhi,03-Oct-2025 09:55 PM,06-Oct-2025 11:30 AM,techsummary_549926.pdf (1018.13 KB),Finance,Cover-II Bid opened for necessary evaluation.,Sundara Madhaba Padhi,08-Oct-2025 09:54 PM,,BOQ Comparative Chart,02-Dec-2025,"INR 6,049,527",30.0,Arun Amitav Pradhan,02-Dec-2025 09:30 AM,WO.pdf (1279.00 KB),1,3058775,AKSHAYA KUMAR SAHOO,01-Sep-2025 02:23 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,1.0,3059449.0,SAMARESH CHHOTARAY,INR,"6,049,527",EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,2025_EICCL_117061_4,eTCN-14 of 2025-26,Improvement of Internal Road of Saheed Nagar such as providing Renewal Coat for the year 2025-26,Technical,Cover-I (Technical Bid) opened for necessary evaluation.,Sundara Madhaba Padhi,02-Sep-2025 06:10 PM,,Superintending Engineer,Internal,Sr DAO AE Estimator,Arun Amitav Pradhan,02-Dec-2025 09:22 AM,finsummary_549926.pdf (793.14 KB),AOC,19-Aug-2025 06:30 PM,02-Sep-2025 11:30 AM,19-Aug-2025 06:30 PM,01-Sep-2025 05:30 PM,NA ,NA ,19-Aug-2025 06:30 PM,01-Sep-2025 05:30 PM,06-Oct-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,BIDCOST,EMP AND OTHERS DOCUMENTS AS PER APPROVED DTCN","71,163",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,eTCN-14 of 2025-26,2025_EICCL_117061_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement of Internal Road of Saheed Nagar such as providing Renewal Coat for the year 2025-26,Improvement of Internal Road of Saheed Nagar such as providing Renewal Coat for the year 2025-26,Pl refer DTCN ,NA ,"71,16,253",Civil Works - Roads,Road works ,Tender,90.0,30.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.S.E.BBSR RandB Divn No.4,No ,No,"10,000",0.0,Nil,Nil,No,S.E.BBSR RandB Divn No.4 Bhubaneswar,Nirman Soudha Unit 5 Bhubaneswar Dist Khordha,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,3059119,AMITABH SWAIN,01-Sep-2025 03:43 PM,Rejected-Technical,Non Responsive as failed to secure minimum qualifying marks in plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,3054989,ANIL KUMAR SATAPATHY,29-Aug-2025 03:52 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3059461,BATAKRUSHNA BEHERA,01-Sep-2025 03:52 PM,Rejected-Technical,Non Responsive as not furnished the No relationship in Schedule A and Schedule F as per requirement,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3058481,BHAJAMAN SAHOO,01-Sep-2025 10:16 AM,Rejected-Technical,Non Responsive as failed to secure minimum qualifying marks in plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3056301,CHANDAN KUMAR PAIKARAY,30-Aug-2025 03:29 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3058606,CHETAN DIPTA MOHANTY,01-Sep-2025 02:02 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3056810,CHITTARANAJAN SARANGI,30-Aug-2025 06:47 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3059240,DILLIP KUMAR MISHRA,01-Sep-2025 02:29 PM,Rejected-Technical,Non Responsive as failed to secure minimum qualifying marks in plants and machineries,03-Oct-2025 09:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3055488,DISHAISHA UDYOG PRIVATE LIMITED,31-Aug-2025 10:23 PM,Rejected-Finance,Disqualified in transparent lottery system,02-Dec-2025 09:22 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
