Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,25-Dec-2025 11:55 AM,techsummary_555323.pdf (233.06 KB),25-Dec-2025,"INR 1,440,837",60.0,Nirmal Chandra Jena,25-Dec-2025 12:01 PM,pani.pdf (233.00 KB),AoC,1,3137778,BHARAT CHANDRA DAS,20-Oct-2025 12:57 PM,Rejected-Finance,Not success In lottery,25-Dec-2025 11:59 AM,1.0,3135988.0,PRAVAKAR PRADHAN,INR,"1,440,837",Finance,6 nos of bidder are participated,Shrabani Routray,22-Oct-2025 01:53 PM,,BOQ Comparative Chart,SE RWD BBSR,Internal,Sr DAO AEE and Estimator,Nirmal Chandra Jena,25-Dec-2025 11:59 AM,finsummary_555323.pdf (233.06 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,2025_CERWI_119265_2,TCN No.13 of 25-26,RD Road to Panichhatra Road,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Cost EMD GSTIN PAN Contractor RC Affidavits undertakings and any other document as per DTCN,1.0,ICICI BANK,"16,950",Yes,percentage,1.0%,Nil,Nil,10-Oct-2025 05:00 PM,22-Oct-2025 11:00 AM,10-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,NA ,NA ,10-Oct-2025 05:00 PM,20-Oct-2025 05:00 PM,SE RWD BBSR,O/o the SE RWD BBSR,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-BHUBANESWAR,TCN No.13 of 25-26,2025_CERWI_119265_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,RD Road to Panichhatra Road,RD Road to Panichhatra Road,Please refer tender documents ,NA ,"16,95,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Khordha,751013.0,NA ,NA ,NA ,O/o the SE RWD BBSR,No ,No,AOC
,,,,,,,,,,,,,2,3134988,BICHITRA KUMAR SUBUDHI,20-Oct-2025 01:14 PM,Rejected-Finance,Not success In lottery,25-Dec-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3138390,BIKASH AGRAWALLA,20-Oct-2025 03:19 PM,Rejected-Finance,Not success In lottery,25-Dec-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3135988,PRAVAKAR PRADHAN,19-Oct-2025 02:54 PM,Accepted-AOC,L1 Bidder,25-Dec-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3129395,RASHMI RANJAN BALIARSINGH,17-Oct-2025 04:17 PM,Rejected-Finance,Not success In lottery,25-Dec-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3130113,SRADHANJALI RANASINGH,15-Oct-2025 08:04 PM,Rejected-Finance,Not success In lottery,25-Dec-2025 11:59 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
