Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
27-Oct-2025 04:00 PM,11-Nov-2025 11:00 AM,27-Oct-2025 04:00 PM,10-Nov-2025 05:00 PM,27-Oct-2025 04:00 PM ,10-Nov-2025 03:00 PM ,27-Oct-2025 04:00 PM,10-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD ,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC",S/R to T5 to Jantuali Road for the year 2025-26 in the District of Bhadrak,S/R to T5 to Jantuali Road for the year 2025-26 in the District of Bhadrak,Please refer Tender documents. ,NA ,"21,19,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,"6,000",0.0,Nil,Nil,No,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK","21,190",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-10/2025-26,2025_CERWI_120099_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,12-Dec-2025,"INR 1,801,024",60.0,Lambodar Naik,12-Dec-2025 11:36 AM,6140.pdf (411.00 KB),1,3204802,ANIYA KUMAR MALIK,10-Nov-2025 11:14 AM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,Executive Engineer,Internal,,Lambodar Naik,12-Dec-2025 11:29 AM,techsummary_558375.pdf (278.89 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_120099_6,SE/BDK-II/TCN-10/2025-26,S/R to T5 to Jantuali Road for the year 2025-26 in the District of Bhadrak,Executive Engineer,Internal,,Lambodar Naik,12-Dec-2025 11:32 AM,finsummary_558375.pdf (398.95 KB),Finance,total 16 bidders accepted,Lambodar Naik,14-Nov-2025 12:22 PM,,BOQ Comparative Chart,1.0,3197012.0,Arun Kumar Das,INR,"1,801,024",AOC
,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,3202040,ANNAPURNA GHOSH,09-Nov-2025 03:48 PM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3197012,Arun Kumar Das,08-Nov-2025 01:05 PM,Accepted-AOC,selected through transparent lottery system,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3196173,Ashish Puhana,08-Nov-2025 02:28 PM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3177251,BIDYADHAR BARIK,03-Nov-2025 03:45 PM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3196164,Deepak Kumar Das,08-Nov-2025 10:14 AM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3208849,Diptikanta Sethi,10-Nov-2025 04:42 PM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3205685,GAUTAM BAL,10-Nov-2025 12:32 PM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3203679,Milan Das,09-Nov-2025 09:25 PM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3194123,PRIYADARSHAN NAYAK,08-Nov-2025 09:11 AM,Rejected-AOC,rejected,12-Dec-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
