Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,12-Dec-2025 12:17 PM,finsummary_550237.pdf (5017.74 KB),Rourkela Municipal Corporation,2025_RMC_117214_7,MC/RMC/33/2025,"Replacement of Sewerage and sanitary work at Existing Old Building of Nivedita Womens Hostel, Ward No. 28 under RMC Rourkela.",1.0,3065769.0,RIDHI CONSTRUCTION,INR,"1,215,921.72",12-Dec-2025,"INR 1,215,921.72",45.0,Manas Biswal,12-Dec-2025 12:49 PM,BID33.pdf (5018.00 KB),Awarded to Ridhi Construction,1,3064427,ALOK KUMAR JENA,05-Sep-2025 02:16 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:12 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,04-Nov-2025 01:12 PM,techsummary_550237.pdf (5017.75 KB),Finance,EMD refund,Birendra Nanda,04-Nov-2025 12:21 PM,finance_550237.pdf,BOQ Comparative Chart,AOC,"6,000",Nil,Nil,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Rourkela Municipal Corporation,MC/RMC/33/2025,2025_RMC_117214_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,22-Aug-2025 06:00 PM,08-Sep-2025 11:00 AM,22-Aug-2025 06:00 PM,06-Sep-2025 05:00 PM,NA ,NA ,22-Aug-2025 06:00 PM,06-Sep-2025 05:00 PM,"Replacement of Sewerage and sanitary work at Existing Old Building of Nivedita Womens Hostel, Ward No. 28 under RMC Rourkela.",Works,Please refer Tender documents. ,NA ,"14,30,000",Civil Works - Others,NA ,Tender,90.0,45.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,"14,300",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, GST, Paper Cost and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,2,3065722,PRAFULLA CHANDRA PARIDA,06-Sep-2025 01:34 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3045939,PRAMOD KUMAR MOHANTY,31-Aug-2025 12:07 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3063699,PRAVAT KUMAR BEHURA,04-Sep-2025 05:52 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3065769,RIDHI CONSTRUCTION,06-Sep-2025 01:53 PM,Accepted-AOC,By The Tender Committee,12-Dec-2025 12:49 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3053828,SASMITA SAMAL,05-Sep-2025 01:01 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3065618,SUSHIL KUMAR SINGH,06-Sep-2025 01:00 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 01:12 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
