EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"3,360",Yes,fixed,,Nil,Nil,"Executive Engineer, R W Div., Sonepur","O/o the S E, R.W. Division, Sonepur","2,000",0.0,Nil,Nil,No,01-Nov-2025 05:00 PM,12-Nov-2025 11:00 AM,01-Nov-2025 05:00 PM,11-Nov-2025 05:00 PM,01-Nov-2025 05:00 PM ,10-Nov-2025 04:00 PM ,01-Nov-2025 05:00 PM,11-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD PAN GST CERTIFICATE VALID CONTRACT LICENCE AFFIDAVIT AS PER DTCN ETC,1.0,ICICI BANK,S/R to Constable Qtrs at Lachhipur 03 Nos.,S/R Buildings Work,Please refer Tender documents. ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,Sonepur,767017.0,NA ,NA ,NA ,"O/o the S E, R.W. Division, Sonepur",No ,No,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,BI No.Tender Online SNPR-07 of 2025-26.,2025_CERWI_120518_56,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Er Subhrata Meher,Internal,,Subhrata Meher,30-Dec-2025 08:55 PM,techsummary_561058.pdf (359.71 KB),Er Subhrata Meher,Internal,,Subhrata Meher,30-Dec-2025 08:57 PM,finsummary_561058.pdf (359.71 KB),Finance,14 Bidders.,Subhrata Meher,22-Nov-2025 11:57 AM,,BOQ Comparative Chart,1,3180041,ANANDA KUMAR PANDA,11-Nov-2025 02:31 AM,Accepted-AOC,Work awarded in regular lottery system,30-Dec-2025 08:59 PM,CE RW I||RWCIRCLE-BALANGIR||RWDIVISION-SONEPUR,2025_CERWI_120518_56,BI No.Tender Online SNPR-07 of 2025-26.,S/R to Constable Qtrs at Lachhipur 03 Nos.,1.0,3180041.0,ANANDA KUMAR PANDA,INR,"285,664",30-Dec-2025,"INR 285,664",120.0,Subhrata Meher,30-Dec-2025 08:59 PM,Result.pdf (485.00 KB),Work awarded in regular lottery system,AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3201339,DILIP KUMAR PANDA,09-Nov-2025 04:55 PM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3213886,LAMBODAR BISWAL,11-Nov-2025 04:12 PM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3177351,LAXMIKANTA MISHRA,10-Nov-2025 11:41 PM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3211912,NAGENDRA PANIGRAHI,11-Nov-2025 12:26 PM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3180107,Pradeep Kumar Mahakur,05-Nov-2025 09:19 AM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3213442,Pratap Sahu,11-Nov-2025 03:07 PM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3198083,PRAYAS KUMAR SAHU,08-Nov-2025 04:56 PM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3207366,PURNA CHANDRA SAHU,10-Nov-2025 02:01 PM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3209124,RAM KUMAR JATI,11-Nov-2025 11:35 AM,Rejected-AOC,Rejected,30-Dec-2025 08:59 PM,,,,,,,,,,,,,,,,,AOC
