Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
20-Oct-2025 11:00 AM,04-Nov-2025 11:30 AM,20-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,20-Oct-2025 11:00 AM ,03-Nov-2025 02:00 PM ,20-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,Divisional Officer,"RURAL WORKS DIVISION NO.II, CUTTACK",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,11 of 25-26,2025_CERWI_119757_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Panikaroda - Puinchia._Road_BUSG, SDBC, Berm restoration_0/070 to 1/570 3/263 to 4/785","Panikaroda - Puinchia._Road_BUSG, SDBC, Berm restoration_0/070 to 1/570 3/263 to 4/785",NA ,NA ,"46,21,681",Miscellaneous Works,NA ,Tender,90.0,60.0,Cuttack,753004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, CUTTACK",No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid registration certificate GST PAN SCHEDULE A E F AND OTHER DOCUMENTS AS PER DTCN,"46,220",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,1,3165646,ANIL KUMAR PRUSTY,29-Oct-2025 12:44 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,01-Dec-2025,"INR 3,928,891",60.0,Monalisa Mahunta,01-Dec-2025 11:38 AM,aocpanikorada.pdf (434.00 KB),AGREEMENT DRAWN,SE,Internal,EE AND DAO,Monalisa Mahunta,01-Dec-2025 11:29 AM,techsummary_557033.pdf (1348.83 KB),SE,Internal,EE AND DAO,Monalisa Mahunta,01-Dec-2025 11:33 AM,finsummary_557033.pdf (1348.83 KB),CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,2025_CERWI_119757_1,11 of 25-26,"Panikaroda - Puinchia._Road_BUSG, SDBC, Berm restoration_0/070 to 1/570 3/263 to 4/785",1.0,3177950.0,NALINIKANTA SWAIN,INR,"3,928,891",Finance,summary,Rasmita Biswal,10-Nov-2025 09:08 AM,finance_557033.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3174047,Anshuman Swain,02-Nov-2025 12:45 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3178266,ANSUMAN PANDA,03-Nov-2025 04:56 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3172981,ANTARJYAMI DEBATA,02-Nov-2025 02:13 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3164959,ARUP KUMAR SWAIN,28-Oct-2025 09:48 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3148157,ASWINI KUMAR MATAGAJSINGH,24-Oct-2025 12:57 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3156168,DEBI PRASAD PARIDA,26-Oct-2025 09:12 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3173396,DILIP KUMAR BARAL,01-Nov-2025 10:24 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3174283,MALAYA KUMAR PRADHAN,02-Nov-2025 02:08 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3178182,M/s ULLASH CHANDRA TARAI,03-Nov-2025 04:42 PM,Rejected-AOC,"AFTER DRAWL OF LOTTERY, THE BIDDER IS DIS-QUALIFIED AS PER CODAL RULE OF LOTTERY SYSTEM.",01-Dec-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
