Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
BDOBahanaga,Internal,AEE,LAXMIKANT DAS,22-Dec-2025 01:34 PM,techsummary_535863.pdf (358.89 KB),23-Dec-2025,"INR 2,144,278.75",180.0,Subhashree Tudu,23-Dec-2025 09:31 AM,WorkOder.pdf (369.00 KB),1,2887156,BIMALA BEHERA,24-Apr-2025 01:10 PM,Accepted-AOC,Qualified,23-Dec-2025 09:32 AM,1.0,2887156.0,BIMALA BEHERA,INR,"2,144,278.75",Finance,Check list,LAXMIKANT DAS,22-Dec-2025 01:07 PM,finance_535863.pdf,BOQ Comparative Chart,BDO Bahanaga,Internal,AEE SO JE,Subhashree Tudu,22-Dec-2025 02:07 PM,finsummary_535863.pdf (358.96 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||BAHANAGA Block,2025_PRBBH_112357_4,PSBN 03 of 2024/25,Construction of GPLF Office Building with Market Complex at Patharapentha GP under Bahanaga Block of Balasore District,AOC,10-Apr-2025 10:00 AM,28-Apr-2025 11:30 AM,10-Apr-2025 10:00 AM,24-Apr-2025 05:00 PM,10-Apr-2025 10:00 AM ,24-Apr-2025 01:00 PM ,10-Apr-2025 10:00 AM,24-Apr-2025 05:00 PM,BDO Bahanaga Block,Office of the BDO Bahanaga Block,"6,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||BAHANAGA Block,PSBN 03 of 2024/25,2025_PRBBH_112357_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"25,224",Yes,percentage,1.0%,Nil,Nil,Construction of GPLF Office Building with Market Complex at Patharapentha GP under Bahanaga Block of Balasore District,Construction of GPLF Office Building with Market Complex at Patharapentha GP under Bahanaga Block of Balasore District,Pls reffer Tender Document ,NA ,"25,22,384",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bahanaga,756042.0,NA ,NA ,NA ,Office of the BDO Bahanaga Block,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.Cost, Emd,Rc,Pan,Valid GST,Affidavit,No relation certificate and other as per DTCN",1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,2892722,HERO WANI JENA,23-Apr-2025 10:18 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,2893599,M/s Maa Subarnmukhi Engineering,24-Apr-2025 03:15 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2888534,MUKTIKANTA BEHERA,19-Apr-2025 06:42 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2888184,PRASANTA KUMAR BEHERA,19-Apr-2025 03:44 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2892583,PRATIMA ENTERPRISES,23-Apr-2025 03:14 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2888340,RAKESH KUMAR PRADHAN,18-Apr-2025 08:11 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2886874,SANDEEP KUMAR SAMAL,17-Apr-2025 02:50 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2888274,SANGHAMITRA MOHAPATRA,18-Apr-2025 07:51 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2893580,SMITA SANDHYA MALLICK,24-Apr-2025 01:55 PM,Rejected-AOC,Not Qualified,23-Dec-2025 09:32 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
