Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||TANGI Block,01/TB/2025-26,2025_PRTAN_116568_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Block Development Officer, Tangi, Khordha","At/Po- Tangi, Ps- Tangi, Dist- Khordha","6,000",Nil,Nil,No,"CONSTRUCTION OF GPLF BUILDING WITH MARKET COMPLEX AT UJALA GOPINATHPUR GP UNDER TANGI BLOCK, DIST.-KHORDHA","CONSTRUCTION OF GPLF BUILDING WITH MARKET COMPLEX AT UJALA GOPINATHPUR GP UNDER TANGI BLOCK, DIST.-KHORDHA",Please refer Tender documents. ,NA ,"22,23,992",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Ujala Gopinathpur GP, Tangi Block",752023.0,NA ,NA ,NA ,"Office of the Panchayat Samiti Tangi, Khordha",No ,No,"22,240",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,08-Aug-2025 10:00 AM,02-Sep-2025 11:30 AM,08-Aug-2025 10:00 AM,01-Sep-2025 05:00 PM,NA ,NA ,08-Aug-2025 10:00 AM,01-Sep-2025 05:00 PM,AOC,Block Development Officer Tangi Block,Internal,"BDO,AEE,AE,JE,BFO",RUMANA JAFRI,16-Dec-2025 08:34 PM,finsummary_548570.pdf (11208.72 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||TANGI Block,2025_PRTAN_116568_1,01/TB/2025-26,"CONSTRUCTION OF GPLF BUILDING WITH MARKET COMPLEX AT UJALA GOPINATHPUR GP UNDER TANGI BLOCK, DIST.-KHORDHA",1.0,3058843.0,SHAKTI PRIYATOSH PADHIARY,INR,"2,223,992",Finance,Accept the tender,RUMANA JAFRI,16-Dec-2025 06:52 PM,,BOQ Comparative Chart,16-Dec-2025,"INR 2,223,992",180.0,RUMANA JAFRI,16-Dec-2025 08:36 PM,4268.pdf (433.00 KB),Issue of work order,1,3058853,BHARAT CHANDRA DAS,01-Sep-2025 12:55 PM,Rejected-Finance,Through transparent lottery,16-Dec-2025 08:34 PM,Block Development Officer Tangi Block,Internal,"BDO,AEE,AE,JE,BFO",RUMANA JAFRI,16-Dec-2025 07:23 PM,techsummary_548570.pdf (11208.72 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3058625,LALITENDU RAUTRAY,01-Sep-2025 11:38 AM,Rejected-Finance,Through transparent lottery,16-Dec-2025 08:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3059518,RABINDRA KUMAR SAMANTARAY,01-Sep-2025 04:04 PM,Rejected-Finance,Through transparent lottery,16-Dec-2025 08:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3058843,SHAKTI PRIYATOSH PADHIARY,01-Sep-2025 01:15 PM,Accepted-AOC,Issue of work order,16-Dec-2025 08:36 PM,,,,,,,AOC
