Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
PHEO||PH Circle Bhawanipatna||PH Division Balangir,2025_PHEO_118600_1,ACEPHBGR 06/2025-26,"Procurement of DI pipe for the work Construction of UGR, Laying of clear water rising main, installation of pump set and other allied work in connection with the work Augmentation of water supply to Tusura town.",1.0,3107115.0,Rashmi Metaliks Limited,INR,"19,104,934",Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,22-Oct-2025 12:43 PM,22-Oct-2025 05:00 PM,techsummary_553930.pdf (502.38 KB),12-Dec-2025,"INR 19,104,934",60.0,Indrajit Sahu,12-Dec-2025 01:27 PM,wo.pdf (2994.00 KB),L1 bidder has responded,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Account Officer, SE Estimator",Indrajit Sahu,12-Dec-2025 01:24 PM,finsummary_553930.pdf (884.47 KB),Finance,Financial Bid has opened,Indrajit Sahu,22-Oct-2025 05:09 PM,finance_553930.pdf,BOQ Comparative Chart,1,3105328,Electrosteel Castings Limited,08-Oct-2025 05:32 PM,Rejected-Finance,ok,12-Dec-2025 01:24 PM,Technical,Opening Summary,Indrajit Sahu,10-Oct-2025 12:05 PM,technical_553930.pdf,AOC,PHEO||PH Circle Bhawanipatna||PH Division Balangir,ACEPHBGR 06/2025-26,2025_PHEO_118600_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor Registration certificate, Experience certificate etc.",Additional Chief Engineer,"Additional Chief Engineer, P.H. Division, Balangir","Procurement of DI pipe for the work Construction of UGR, Laying of clear water rising main, installation of pump set and other allied work in connection with the work Augmentation of water supply to Tusura town.","Procurement of DI pipe for the work Construction of UGR, Laying of clear water rising main, installation of pump set and other allied work in connection with the work Augmentation of water supply to Tusura town.",Please refer DTCN ,NA ,"2,74,57,037",Civil Works - Water Works,NA ,Tender,120.0,60.0,Tusura NAC,767030.0,NA ,NA ,NA ,"Additional Chief Engineer, PH Division, Balangir",No ,No,1.0,Period of Completion,Other,,1.0,ICICI BANK,"5,49,141",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,25-Sep-2025 01:30 PM,10-Oct-2025 11:30 AM,25-Sep-2025 01:30 PM,09-Oct-2025 05:00 PM,25-Sep-2025 01:30 PM ,06-Oct-2025 05:00 PM ,25-Sep-2025 01:30 PM,09-Oct-2025 05:00 PM,22-Oct-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3108729,Jai Balaji Industries Limited,09-Oct-2025 01:43 PM,Rejected-Finance,ok,12-Dec-2025 01:24 PM,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3118912,KEJRIWAL CASTINGS LTD,09-Oct-2025 04:06 PM,Rejected-Finance,ok,12-Dec-2025 01:24 PM,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3107115,Rashmi Metaliks Limited,09-Oct-2025 11:29 AM,Accepted-AOC,Awarded as per OPWD code,12-Dec-2025 01:27 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3102886,Welspun DI Pipes Limited,09-Oct-2025 12:09 PM,Rejected-Finance,ok,12-Dec-2025 01:24 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
