Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer, Accounts I/C SERIFED, Junior Engineer SERIFED, Office Assistant (C)",Laxman Behera,12-Dec-2025 05:24 PM,techsummary_565683.pdf (687.94 KB),12-Dec-2025,"INR 4,747,623.58",90.0,Laxman Behera,12-Dec-2025 05:31 PM,AOCPRECASTNUAPATNA.pdf (617.00 KB),L1 1st Lowest Rate Quoted,1.0,3257974.0,DHIREN KUMAR MAHARANA,29-Nov-2025 04:45 PM,Accepted-AOC,L1 1st Lowest Rate Quoted,12-Dec-2025 05:31 PM,1.0,3257974.0,DHIREN KUMAR MAHARANA,INR,"4,747,623.58",Finance,Total two nos. of bidders have participated in sucessfully,Laxman Behera,01-Dec-2025 01:13 PM,,BOQ Comparative Chart,"Managing Director, SERIFED",Internal,"Secretary SERIFED, Assistant Engineer, Accounts I/C SERIFED, Junior Engineer SERIFED, Office Assistant (C)",Laxman Behera,12-Dec-2025 05:27 PM,finsummary_565683.pdf (687.94 KB),Odisha Cooperative Tasar and Silk Federation LTD,2025_SERIF_121614_1,VI-09(09)/SERIFED/2025-26/2035,Construction of Pre Cast Compound Wall and Site Development at SPTUC Nuapatna Cuttack,AOC,"Managing Director, SERIFED","Office of the Managing Director, SERIFED, Saheed Nagar, Bhubaneswar-751007",Construction of Pre Cast Compound Wall and Site Development at SPTUC Nuapatna Cuttack,Construction of Pre Cast Compound Wall and Site Development at SPTUC Nuapatna Cuttack,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,SPTUC NUAPATNA CUTTACK,754035.0,NA ,NA ,NA ,"SERIFED, Bhubaneswar",No ,No,21-Nov-2025 10:00 AM,01-Dec-2025 11:30 AM,21-Nov-2025 10:00 AM,29-Nov-2025 05:00 PM,NA ,NA ,21-Nov-2025 10:00 AM,29-Nov-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GSTIN, AFFIDAVIT, PAN, GST AND IT RETURN","48,910",Yes,fixed,,Nil,Nil,Odisha Cooperative Tasar and Silk Federation LTD,VI-09(09)/SERIFED/2025-26/2035,2025_SERIF_121614_1,Yes,Open Tender,Item Rate,Works,1.0,No,No,Online,No,No,No,"7,080",Nil,Nil,No,AOC
,,,,,,,,,,,,,2.0,3246769.0,M/s SHIVOM ELECTRICALS AND ENGINEERING,22-Nov-2025 06:39 PM,Rejected-AOC,L2 2nd Lowest Rate Quoted,12-Dec-2025 05:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,All other documents as per DTCN and Tender Criterion,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,AOC
