Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"Const. of 16 Nos. F Type Qtr. At Berhampur FS, Ganjam",Building Work,Please refer Tender documents. ,NA ,"4,48,28,453",Civil Works - Buildings,NA ,Tender,90.0,365.0,Ganjam,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,24-Sep-2025 06:55 PM,13-Oct-2025 10:30 AM,24-Sep-2025 06:55 PM,10-Oct-2025 05:00 PM,NA ,NA ,24-Sep-2025 06:55 PM,10-Oct-2025 05:00 PM,12-Nov-2025 10:30 AM,Orissa State Police Housing and Welfare Corporation Ltd,13/OPHWC/2025-26,2025_OSPHW_118457_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit","4,48,300",Yes,fixed,,Nil,Nil,AOC,1,3105055,Anup Kumar Dash,09-Oct-2025 10:19 PM,Accepted-AOC,QUALIFIED BIDDER,01-Dec-2025 04:28 PM,01-Dec-2025,"INR 38,108,668",365.0,Bikram Keshari Malla,01-Dec-2025 04:28 PM,BERHAMPUR.pdf (80.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 28.11.2025,Finance,Financial bid opened,LAXMIPRIYA NAYAK,12-Nov-2025 10:55 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,11-Nov-2025 06:35 PM,12-Nov-2025 10:30 AM,techsummary_553594.pdf (318.83 KB),AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,01-Dec-2025 04:24 PM,finsummary_553594.pdf (375.95 KB),Technical,FIVE BIDDER HAVE PARTICIPATED,MONALISHA PADHY,13-Oct-2025 12:13 PM,,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_118457_6,13/OPHWC/2025-26,"Const. of 16 Nos. F Type Qtr. At Berhampur FS, Ganjam",1.0,3105055.0,Anup Kumar Dash,INR,"38,108,668",AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,AOC,2,3111341,K.Rabinarayan Das,05-Oct-2025 08:13 PM,Rejected-Finance,DUE TO L3 BIDDER,01-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,AOC,3,3119847,Rabindra Kumar Sahu,10-Oct-2025 09:49 AM,Rejected-Finance,DUE TO L2 BIDDER,01-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3116289,Sudhansu Padhy,09-Oct-2025 07:32 PM,Rejected-Finance,DUE TO L4 BIDDER,01-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3122516,SUJIT KUMAR JENA,10-Oct-2025 04:18 PM,Rejected-Finance,DUE TO L3 BIDDER,01-Dec-2025 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
