S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2844054.0,PRADYUMNA KUMAR DAS,INR,"37,546,704",CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_110864_2,Tender Online RWC-05-25,Construction of road from Kothia Sahi Kujanga-Balitutha road to Karatutha via Chardia 5.00 km of G.P of Bagoi under MMSY-TRIP in the dist of Jagatsinghpur for the year 2024-25,Technical,TOTAL 6 NOS DOCUMENT DOWNLOADED,Ajay Kumar Behera,10-Mar-2025 12:41 PM,,C.C.E.R.W.Circle Cuttack,Internal,"SERWDIVISION, CUTTACK DAO RW DIVISION JAGATSINGHPUR PA TO CCE",Usharani Behera,03-Dec-2025 05:28 PM,finsummary_530821.pdf (430.19 KB),C.C.E.R.W.Circle.Cuttack,Internal,"SERWDIVISION, CUTTACK DAO RW DIVISION JAGATSINGHPUR PA TO CCE",Ajay Kumar Behera,23-Apr-2025 04:55 PM,24-Apr-2025 05:30 PM,techsummary_530821.pdf (273.33 KB),Finance,total 5 nos document downloaded,Ajay Kumar Behera,25-Apr-2025 04:52 PM,,BOQ Comparative Chart,1,2846643,M/S. BAHUBALENDRA MALLICK,07-Mar-2025 03:09 PM,Rejected-Finance,Unsucessful bidder,03-Dec-2025 05:28 PM,03-Dec-2025,"INR 37,546,704",270.0,Usharani Behera,03-Dec-2025 05:30 PM,agmt.pdf (430.00 KB),Agmt drawn,AOC,"the CCC Engineer, R.W. Circle, Cuttack","The CCC Engineer, R.W. Circle, Cuttack","10,000",0.0,Nil,Nil,No,Construction of road from Kothia Sahi Kujanga-Balitutha road to Karatutha via Chardia 5.00 km of G.P of Bagoi under MMSY-TRIP in the dist of Jagatsinghpur for the year 2024-25,Improvement of Basandara - Raghunathpur nder MMSY-Improvement to Existing RD Road in the dist of Jagatsinghpur for the year 2024-25,Please refer Tender documents. ,NA ,"4,41,67,400",Civil Works - Roads,NA ,Tender,90.0,270.0,Jagatsinghpur,754104.0,NA ,NA ,NA ,"O/o the CCC Engineer, R.W. Circle, Cuttack",No ,No,1.0,ICICI BANK,"4,41,674",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-05-25,2025_CERWI_110864_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship",19-Feb-2025 02:30 PM,10-Mar-2025 11:30 AM,19-Feb-2025 02:30 PM,07-Mar-2025 05:00 PM,19-Feb-2025 02:30 PM ,07-Mar-2025 02:00 PM ,19-Feb-2025 02:30 PM,07-Mar-2025 05:00 PM,24-Apr-2025 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2844054,PRADYUMNA KUMAR DAS,04-Mar-2025 01:02 PM,Accepted-AOC,Agmt drawn,03-Dec-2025 05:30 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits,",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2839710,PRAHALLAD CHANDRA SWAIN,05-Mar-2025 04:22 PM,Rejected-Technical,Disqualified as per clause no. 14(b) due to non submission of undertaking for installation of Hot Mix Plant within 60 km,23-Apr-2025 04:55 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand Machineries followed by",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2845595,PRATAP CHANDRA PARIDA,06-Mar-2025 03:19 PM,Rejected-Finance,Unsucessful bidder,03-Dec-2025 05:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2846426,SISHIR KUMAR SWAIN,07-Mar-2025 01:35 PM,Rejected-Finance,Unsucessful bidder,03-Dec-2025 05:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2845284,SRI BANSHIDHAR PANDA,05-Mar-2025 11:00 PM,Rejected-Finance,Unsucessful bidder,03-Dec-2025 05:28 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
