Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
26-Sep-2025 03:00 PM,10-Oct-2025 11:00 AM,26-Sep-2025 03:00 PM,09-Oct-2025 05:00 PM,26-Sep-2025 03:00 PM ,08-Oct-2025 05:00 PM ,26-Sep-2025 03:00 PM,09-Oct-2025 05:00 PM,"6,722",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, JALESWAR",Maintenance and Repair of Out post building at Nampo for the year 2025-26,Maintenance and Repair of Out post building at Nampo for the year 2025-26,NA ,NA ,"6,72,230",Civil Works - Buildings,NA ,Tender,90.0,60.0,Jaleswar,756086.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JALESWAR",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 04/2025-26,2025_CERWI_118643_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,18-Dec-2025 02:00 PM,finsummary_553994.pdf (825.17 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_118643_1,SE/RW/Jls- 04/2025-26,Maintenance and Repair of Out post building at Nampo for the year 2025-26,1.0,3118430.0,CHANDAN KUMAR MANDAL,INR,"571,463",Finance,24nos bidder are participated in tender process and all bidders are qualified.,Lilirani Baskey,18-Nov-2025 11:42 AM,,BOQ Comparative Chart,18-Dec-2025,"INR 672,230",60.0,Nirupama Sankhua,18-Dec-2025 02:04 PM,workoutpostingnampoo.pdf (825.00 KB),1,3118382,ABHILASH BHUYAN,09-Oct-2025 12:08 AM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,Soubhagya Das,Internal,,Lilirani Baskey,18-Nov-2025 12:03 PM,techsummary_553994.pdf (1502.34 KB),AOC
,,,,,,,,,,,,,,,,.xls,Boq,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3113428,BHABANI SHANKAR BEHERA,07-Oct-2025 11:46 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3117809,BISWAJIT PARIDA,09-Oct-2025 04:48 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3118430,CHANDAN KUMAR MANDAL,09-Oct-2025 01:13 AM,Accepted-AOC,The work order has issued to the agency.,18-Dec-2025 02:04 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3120005,CHANDAN KUMAR SINGH,09-Oct-2025 03:16 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3103829,CHANDAN RANA,30-Sep-2025 06:42 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3114519,ISANESWAR JENA,08-Oct-2025 12:44 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3115900,JAYANTA JENA,09-Oct-2025 10:55 AM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3120251,JYOTI PRAKASH MOHANTY,09-Oct-2025 03:57 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3108297,LUTFA KHATUN,04-Oct-2025 01:32 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3118139,MANOJ SATYAM BARIK,08-Oct-2025 10:00 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3104892,M/S SANGRAM KUMAR KARAN,01-Oct-2025 08:18 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3118298,PANKAJ KUMAR PATRA,08-Oct-2025 10:57 PM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3118718,PRASHANTA KUMAR SAMAL,09-Oct-2025 10:02 AM,Rejected-Finance,The bidder has not selected through the lottery system.,18-Dec-2025 02:00 PM,,,,,,,AOC
