S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3145901.0,Chandan Kumar Bhol,INR,"1,700,981",Finance,ok,Nilakantha Kisan,13-Nov-2025 11:14 AM,finance_557136.pdf,BOQ Comparative Chart,Nimar Charan Panda,Internal,,Nilakantha Kisan,23-Dec-2025 04:11 PM,finsummary_557136.pdf (257.44 KB),Municipal Bodies||Belpahar Municipal Council,2025_ORULB_119779_2,EO/BPHM/03/25-26,"Construction of Community Hall near Jagarnath Mandir, Belpahar in Ward No.03",Nimai Charan Panda,Internal,,Nilakantha Kisan,13-Nov-2025 11:22 AM,techsummary_557136.pdf (256.55 KB),23-Dec-2025,"INR 1,324,107",150.0,Nilakantha Kisan,23-Dec-2025 04:16 PM,2.pdf (1906.00 KB),1,3145901,Chandan Kumar Bhol,23-Oct-2025 03:25 PM,Accepted-AOC,Tender finalised through transparent lottery system drawn among L1 bidders and winner of lottery,23-Dec-2025 04:16 PM,AOC,20-Oct-2025 10:00 AM,01-Nov-2025 11:00 AM,20-Oct-2025 10:00 AM,31-Oct-2025 05:00 PM,NA ,NA ,20-Oct-2025 10:00 AM,31-Oct-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,Municipal Bodies||Belpahar Municipal Council,EO/BPHM/03/25-26,2025_ORULB_119779_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of Community Hall near Jagarnath Mandir, Belpahar in Ward No.03","Construction of Community Hall near Jagarnath Mandir, Belpahar in Ward No.03",Please refer Tender documents. ,NA ,"20,00,000",Civil Works - Buildings,NA ,Tender,90.0,150.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,"6,000",0.0,Nil,Nil,No,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,"20,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3166104,J. Rajendra Dora,29-Oct-2025 04:10 PM,Rejected-AOC,Not win the lottery,23-Dec-2025 04:16 PM,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3169902,lalu kishan,31-Oct-2025 02:26 PM,Rejected-Finance,L3,23-Dec-2025 04:11 PM,AOC,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3169114,M/S SASWAT ENTERPRISES,31-Oct-2025 04:48 PM,Rejected-Finance,L2,23-Dec-2025 04:11 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3167834,PRIYANSHI CONSTRUCTION PROP PRAMOD KUMAR KHUNTIA,31-Oct-2025 02:07 PM,Rejected-AOC,Not win the lottery,23-Dec-2025 04:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3168790,SIDDHI VINAYAK CONSTRUCTIONS PROP-MANASI SAHU,30-Oct-2025 11:05 PM,Rejected-Finance,L4,23-Dec-2025 04:11 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3168722,TANKADHAR KHAMARI,30-Oct-2025 07:22 PM,Rejected-AOC,Not win the lottery,23-Dec-2025 04:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
