Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
18-Sep-2025 09:00 AM,06-Oct-2025 11:00 AM,18-Sep-2025 09:00 AM,04-Oct-2025 05:00 PM,NA ,NA ,18-Sep-2025 09:00 AM,04-Oct-2025 05:00 PM,23-Oct-2025 06:00 PM,Construction of PWD IB at Kankadahada in the District of Dhenkanal,Construction of PWD IB at Kankadahada in the District of Dhenkanal,Please refer tender document ,NA ,"77,65,718",Civil Works - Buildings,NA ,Tender,90.0,180.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,"78,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,GSTIN EMD PAN Valid RC machineries Affidavit as per DTCN,"10,000",0.0,Nil,Nil,No,SE Dhenkanal R and B Division,SE Dhenkanal R and B Division,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 22/ 2025-26,2025_EICCL_118171_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,13-Dec-2025,"INR 7,765,718",180.0,JAYANTA PRASAD NAIK,13-Dec-2025 07:37 PM,1501.pdf (436.00 KB),Agreement as on Dtd.24.11.2025,1,3109662,Abhishek Satapathy,04-Oct-2025 04:06 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,22-Oct-2025 01:55 PM,23-Oct-2025 06:00 PM,techsummary_552931.pdf (791.31 KB),Finance,Bid are open,JAYANTA PRASAD NAIK,24-Oct-2025 10:38 PM,finance_552931.pdf,BOQ Comparative Chart,Technical,Bid are open,Suchismita Satapathy,06-Oct-2025 12:46 PM,,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2025_EICCL_118171_2,SE DKL (R and B) 22/ 2025-26,Construction of PWD IB at Kankadahada in the District of Dhenkanal,Superintending Engineer,Internal,Sr DAO AEE estimator JE Estimator,JAYANTA PRASAD NAIK,24-Oct-2025 10:43 PM,finsummary_552931.pdf (25.08 KB),1.0,3103122.0,SANDEEP SARAN BEHERA,INR,"6,601,637",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3107299,ALOKA MUKUT,03-Oct-2025 02:48 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3103975,Birendra Kumar Mohakud,30-Sep-2025 09:29 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3100538,BRAHMANANDA SAHOO,26-Sep-2025 03:09 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3101977,CHANDAN KUMAR BEHERA,04-Oct-2025 04:17 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3103653,CHHABI BEHERA,30-Sep-2025 05:09 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3109202,DEEPAK KUMAR SAHOO,04-Oct-2025 01:43 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3109820,Dillip Kumar Sahoo,04-Oct-2025 04:57 PM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3103331,JISHUKRUSHNA DEHURY,30-Sep-2025 11:54 AM,Rejected-Technical,Disqualified,22-Oct-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3105244,MANAS KUMAR SAHU,02-Oct-2025 11:31 AM,Rejected-AOC,disqualified in transparent lottery,13-Dec-2025 07:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
