Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,"29,428",Yes,percentage,1.0%,Nil,Nil,28-Oct-2025 11:00 AM,03-Nov-2025 05:30 PM,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,28-Oct-2025 11:00 AM ,03-Nov-2025 03:00 PM ,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,Construction of 1 nos D type Qtr at AMARDA PHC Building under RASGOBINDPUR Block in the Mayurbhanj District for the year 2023-24,Construction of 1 nos D type Qtr at AMARDA PHC Building under RASGOBINDPUR Block in the Mayurbhanj District for the year 2023-24,NA ,NA ,"29,42,777",Civil Works - Buildings,NA ,Tender,90.0,180.0,Mayurbhanj,757002.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MAYURBHANJ",No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,05-Online-/RWD/BPD/2025-26,2025_CERWI_120131_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, MAYURBHANJ","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120131_1,05-Online-/RWD/BPD/2025-26,Construction of 1 nos D type Qtr at AMARDA PHC Building under RASGOBINDPUR Block in the Mayurbhanj District for the year 2023-24,R.Pradhan,Internal,,Dibyamayee Behera,03-Dec-2025 05:19 PM,finsummary_558597.pdf (195.13 KB),Finance,.,Rajesh Pradhan,24-Nov-2025 01:29 PM,finance_558597.pdf,BOQ Comparative Chart,1.0,3176334.0,MANORANJAN UPADHAYAYA,INR,"2,501,655",08-Dec-2025,"INR 2,501,655",180.0,Rajesh Pradhan,19-Dec-2025 04:40 PM,116.pdf (371.00 KB),1,3173935,ABHILASH BHUYAN,02-Nov-2025 01:01 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:40 PM,R.Pradhan,Internal,,Dibyamayee Behera,03-Dec-2025 05:10 PM,techsummary_558597.pdf (195.13 KB),AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3166718,ANIRUDHA SAHU,29-Oct-2025 07:31 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3176334,MANORANJAN UPADHAYAYA,03-Nov-2025 11:25 AM,Accepted-AOC,Lottery winner,19-Dec-2025 04:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3169818,PRADIP KUMAR SINGHA,31-Oct-2025 05:04 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3175416,SATYANARAYAN PANDA,03-Nov-2025 11:50 AM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:40 PM,,,,,,,AOC
