Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,12-Dec-2025 12:08 PM,finsummary_550227.pdf (5017.74 KB),Rourkela Municipal Corporation,2025_RMC_117214_2,MC/RMC/33/2025,"Construction of Paver Road and Drain at Telipada Ward No. 22 under RMC, Rourkela",12-Dec-2025,"INR 2,901,836.14",90.0,Manas Biswal,12-Dec-2025 12:37 PM,BID33.pdf (5018.00 KB),Awarded to Hema Minz,1.0,3055314.0,HEMA MINZ,INR,"2,901,836.14",Finance,EMD refund,Birendra Nanda,04-Nov-2025 12:05 PM,finance_550227.pdf,BOQ Comparative Chart,1,3059898,ARADHYA CONSTRUCTION,01-Sep-2025 06:36 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 12:56 PM,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,04-Nov-2025 12:56 PM,techsummary_550227.pdf (5017.75 KB),AOC,"Construction of Paver Road and Drain at Telipada Ward No. 22 under RMC, Rourkela",Works,Please refer Tender documents. ,NA ,"34,14,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,22-Aug-2025 06:00 PM,08-Sep-2025 11:00 AM,22-Aug-2025 06:00 PM,06-Sep-2025 05:00 PM,NA ,NA ,22-Aug-2025 06:00 PM,06-Sep-2025 05:00 PM,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Rourkela Municipal Corporation,MC/RMC/33/2025,2025_RMC_117214_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, GST, Paper Cost and other documents as per DTCN","34,140",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3055231,ARATI TRIPATHY,29-Aug-2025 05:18 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3055314,HEMA MINZ,29-Aug-2025 06:19 PM,Accepted-AOC,By The Tender Committee,12-Dec-2025 12:37 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3055335,MANOJ KUMAR NAYAK,29-Aug-2025 06:40 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3065743,SWADESH ROUT,06-Sep-2025 01:46 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3065847,"TRILOK NATH CONSTRUCTION ,PROPRIETOR - ANAND CHANDEL",06-Sep-2025 02:53 PM,Rejected-Technical,By The Tender Committee,04-Nov-2025 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
