Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,"7,15,700",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Construction of District food Testing Laboratory at Jajpur,Building work,As per DTCN ,NA ,"7,15,61,110",Civil Works - Buildings,NA ,Tender,90.0,330.0,Panikoili,755043.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,17-Feb-2025 04:00 PM,03-Mar-2025 11:00 AM,17-Feb-2025 04:00 PM,01-Mar-2025 05:30 PM,NA ,NA ,17-Feb-2025 04:00 PM,01-Mar-2025 05:30 PM,29-May-2025 04:00 PM,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)14/2024-25,2025_EICCL_110693_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate",1.0,ICICI BANK,AOC,15-Dec-2025,"INR 60,834,099",330.0,Trinatha Behera,15-Dec-2025 01:01 PM,Agtfood.pdf (331.00 KB),The date of commencement may be read as 23.10.2025 to complete the work within 11 calendar months,1,2842187,AMAN INFRA ENGINEERING AND CONSTRUCTION,01-Mar-2025 03:31 PM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,Trinath Behera,Internal,SE Panikoili Sr DAO EE Cuttack Circle AE Estimator,Trinatha Behera,23-May-2025 07:27 PM,29-May-2025 04:00 PM,techsummary_530220.pdf (664.91 KB),Finance,11 bidders have participated,Parsuram Sahu,30-May-2025 01:43 PM,,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2025_EICCL_110693_1,CCE.Ctc.(RandB)14/2024-25,Construction of District food Testing Laboratory at Jajpur,Technical,12 bidders have participated,Parsuram Sahu,30-Mar-2025 09:14 PM,,Trinath Behera,Internal,SE Panikoili DAO PA to CCE AE Estr,Trinatha Behera,15-Dec-2025 12:57 PM,finsummary_530220.pdf (46.85 KB),1.0,2839778.0,BAZRANGI CONSTRUCTIONS PROP. BIJAYA KUMAR NAYAK,INR,"60,834,099",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinaries and other documents as per DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,2839778,BAZRANGI CONSTRUCTIONS PROP. BIJAYA KUMAR NAYAK,01-Mar-2025 02:45 PM,Accepted-AOC,Awarded due to L1,15-Dec-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,AOC,,,,,,,,3,2841939,BISWAJIT ROUT,01-Mar-2025 10:45 AM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2841673,GURU CHARAN DAS,01-Mar-2025 03:29 PM,Rejected-Finance,Due to L2,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2842097,KT CONSTRUCTION,01-Mar-2025 01:34 PM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2840763,M/S ROUT ENTERPRISES,27-Feb-2025 05:56 PM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2841945,RATRI MOHANTY,01-Mar-2025 10:11 AM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2840999,ROUTRAY DEVELOPER,28-Feb-2025 07:53 AM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2841877,SACHIN KUMAR SAHOO,28-Feb-2025 09:43 PM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2841870,Santosh Kumar Mishra,28-Feb-2025 11:14 PM,Rejected-Finance,Due to L3,15-Dec-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
