Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
Executive Engineer,"EXECUTIVE ENGINEER RURAL WORKS DIVISION, BARAGARH",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN Card, Valid GSTIN, Affidavit, No Relation Certificate As per DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,Online-BGH-12 of 2025-26,2025_CERWI_120304_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Kathdera to Kalangapali via Katabaga road,Road Works,Please refer Tender documents. ,NA ,"25,42,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Bargarh,768028.0,NA ,NA ,NA ,"EXECUTIVE ENGINEER RURAL WORKS DIVISION, BARAGARH",No ,No,"25,420",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,04-Nov-2025 06:00 PM,13-Nov-2025 11:00 AM,04-Nov-2025 06:00 PM,12-Nov-2025 05:00 PM,04-Nov-2025 06:00 PM ,12-Nov-2025 04:00 PM ,04-Nov-2025 06:00 PM,12-Nov-2025 05:00 PM,AOC,Executive Engineer,Internal,"EE,DAO,AEE ESTIMATOR,AE ESTIMATOR",Kumarmani Kishan,21-Dec-2025 05:45 PM,techsummary_559842.pdf (192.45 KB),Executive Engineer,Internal,"EE,DAO,AEE ESTIMATOR,AE ESTIMATOR",Kumarmani Kishan,21-Dec-2025 05:50 PM,finsummary_559842.pdf (192.45 KB),Finance,ok,Sunanda Kisan,13-Nov-2025 12:08 PM,,BOQ Comparative Chart,1,3217282,PRASANTA KUMAR JENA,12-Nov-2025 02:07 PM,Rejected-Finance,Unsuccessful Bidder In Lottery Process,21-Dec-2025 05:50 PM,1.0,3217423.0,SHIBASHISH PRADHAN,INR,"2,395,202",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2025_CERWI_120304_30,Online-BGH-12 of 2025-26,Kathdera to Kalangapali via Katabaga road,21-Dec-2025,"INR 2,395,202",90.0,Kumarmani Kishan,21-Dec-2025 06:00 PM,Kathdera.pdf (409.00 KB),AOC
,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3217423,SHIBASHISH PRADHAN,12-Nov-2025 02:34 PM,Accepted-AOC,Successful Bidder,21-Dec-2025 06:00 PM,,,,,,,,,,,,,,,,AOC
