EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"8,460",Yes,percentage,1.0%,Nil,Nil,22-Aug-2025 11:00 AM,08-Sep-2025 10:00 AM,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,NA ,NA ,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/02/2025-26",2025_CEMIB_117163_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN",Improvement to Haripur MIP in Naktideul Block of Sambalpur District under Critical Grant 2025-26.,Improvement to Haripur MIP in Naktideul Block of Sambalpur District under Critical Grant 2025-26.,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN ",NA ,"8,45,957",Civil Works - Water Works,NA ,Tender,90.0,90.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,"SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,"4,000",0.0,Nil,Nil,No,AOC,KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,11-Oct-2025 06:36 PM,finsummary_550173.pdf (632.16 KB),KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,10-Oct-2025 05:05 PM,techsummary_550173.pdf (904.84 KB),15-Nov-2025,"INR 719,147.51",90.0,Kundan Singh Naik,24-Dec-2025 12:03 PM,12.pdf (438.00 KB),Work awarded to Sri Satyanarayan Pradhan C Class Contractor,1,3063772,ASHOK KUMAR SAHOO,04-Sep-2025 09:11 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2025_CEMIB_117163_12,"SE,MID,SBP/02/2025-26",Improvement to Haripur MIP in Naktideul Block of Sambalpur District under Critical Grant 2025-26.,1.0,3054686.0,SATYANARAYAN PRADHAN,INR,"719,147.51",Finance,Admitted,Kundan Singh Naik,10-Oct-2025 11:42 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3064080,BIBHUTI BHUSAN PRADHAN,05-Sep-2025 07:23 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3065874,Birendra Kumar Sahoo,06-Sep-2025 02:57 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3051081,BISWARANJAN PRADHAN,27-Aug-2025 12:29 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3045027,GHANASHYAM SAHU,27-Aug-2025 08:23 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3052391,HARISHCHANDRA SAHOO,28-Aug-2025 12:40 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3064628,Narendra Kumar Sahoo,05-Sep-2025 05:01 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3064094,NATABARA MEHER,05-Sep-2025 12:09 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3050075,PUJARANI SAMAL,28-Aug-2025 12:21 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3058042,SANDHYARANI SAHU,04-Sep-2025 08:51 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,3065347,SANDIP KUMAR PATTNAIK,06-Sep-2025 01:26 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 12:03 PM,,,,,,,,,,,,,,,,AOC
