Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
Finance,Admitted,Kundan Singh Naik,13-Oct-2025 11:22 AM,,BOQ Comparative Chart,KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,10-Oct-2025 01:16 PM,10-Oct-2025 05:00 PM,techsummary_550184.pdf (344.11 KB),15-Nov-2025,"INR 6,445,226.71",180.0,Kundan Singh Naik,24-Dec-2025 06:18 PM,3.pdf (448.00 KB),Work awarded to Sri Tikeswar Majhi B Class Engg Contractor,1,3060211,ABHILASH SAMAL,01-Sep-2025 09:22 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,1.0,3051501.0,TIKESWAR MAJHI,INR,"6,445,226.71",SE KS NAIK,Internal,DAO AEE AND AE,Kundan Singh Naik,13-Oct-2025 12:40 PM,finsummary_550184.pdf (862.76 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR",2025_CEMIB_117194_3,"SE,MID,SBP/03/2025-26",Construction of Chirukudar Check Dam over Local Nalla near village Nuadihi in Lariapali G.P. in Bamra Block of Sambalpur District under MATY 2025-26.,Technical,Admitted,Kundan Singh Naik,10-Oct-2025 12:42 PM,,AOC,22-Aug-2025 11:00 AM,08-Sep-2025 10:00 AM,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,NA ,NA ,22-Aug-2025 11:00 AM,06-Sep-2025 05:30 PM,10-Oct-2025 05:00 PM,Construction of Chirukudar Check Dam over Local Nalla near village Nuadihi in Lariapali G.P. in Bamra Block of Sambalpur District under MATY 2025-26.,Construction of Chirukudar Check Dam over Local Nalla near village Nuadihi in Lariapali G.P. in Bamra Block of Sambalpur District under MATY 2025-26.,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN  ",NA ,"75,81,728",Civil Works - Water Works,NA ,Tender,90.0,180.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE, M.I.DIVISION, SAMBALPUR",No ,No,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SAMBALPUR","SE,MID,SBP/03/2025-26",2025_CEMIB_117194_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"75,817",Yes,percentage,1.0%,Nil,Nil,"SE, M.I.DIVISION, SAMBALPUR",At Motijharan PO B.S.S.Nagar Dist Sambalpur PIN 768001,1.0,Fee/PreQual/Technical,.pdf,"ScanCopy of Licence,GST PAN,BidCost,EMD,Afidavit,NoRelation other as per DTCN","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,2,3046485,AMIT KUMAR PATEL,26-Aug-2025 02:31 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,3,3063445,ASHISH SINGH,04-Sep-2025 01:53 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3065304,ASHOK KUMAR PATEL,06-Sep-2025 11:39 AM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3063785,ASHOK KUMAR SINGH,04-Sep-2025 07:26 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3065057,AYUSH AGRAWAL,05-Sep-2025 11:19 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3049136,BIJAN KUMAR PRUSETH,26-Aug-2025 06:30 AM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3062992,Bikash Kumar Naik,03-Sep-2025 10:20 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3064887,BINAYA RANJAN PATEL,05-Sep-2025 07:52 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3051886,BISWARANJAN MAHAKUL,27-Aug-2025 10:05 PM,Rejected-AOC,Not Selected vide transparent lottery,24-Dec-2025 06:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
