Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
15-Dec-2025,"INR 1,322,081",120.0,Ramakanta Patra,16-Dec-2025 07:49 AM,Agreement.pdf (1097.00 KB),Owned the work through Transparent lottery held on 30.10.2025.,1,3117789,ATULYA KUMAR MISHRA,11-Oct-2025 07:00 AM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,1.0,3124973.0,BIBEK KUMAR DEURI,INR,"1,123,390","CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda",2025_CCEBA_118894_17,SE-EDD-CKD-01/2025-26,M.R to Dyke-III for the year 2025-26 such as repair to 2 nos. Of staff quarters including construction of boundary wall.,Finance,The tender has opened on 15.10.2025.,Ramakanta Patra,01-Dec-2025 05:25 AM,finance_554543.pdf,BOQ Comparative Chart,Er Ramakanta Patra,Internal,Er.A.K.Hembram and Vijayasingh Meena.,Ramakanta Patra,06-Dec-2025 06:30 PM,finsummary_554543.pdf (875.58 KB),Er Ramakanta Patra,Internal,Er.A.K.Hembram and Sri Vijayasingh Meena,Ramakanta Patra,02-Dec-2025 09:46 AM,techsummary_554543.pdf (241.80 KB),AOC,"13,300",Yes,fixed,,Nil,Nil,Superintending Engineer,"Earth Dam Division, Chitrakonda, Dist. Malkangiri, Odisha, Pin Code 764052.",M.R to Dyke-III for the year 2025-26 such as repair to 2 nos. Of staff quarters including construction of boundary wall.,"Earth work, Sand filling C.C. 2.5 on DPC, Brick work 12,, thick C.P., GCI sheet roofing, C.C. work and fixing of door and priming one coat and wall painting 2 coat. fiixing of M.S.door, A.C. sheet fixing and Iron work etc.",Please refer Tender documents. ,NA ,"13,22,081",Civil Works - Canal,NA ,Tender,90.0,120.0,Chitrakonda,764052.0,NA ,NA ,NA ,CHITRAKONDA,No ,No,"6,000",0.0,Nil,Nil,No,"CCE Potteru Irr.Project,Balimela||CCE Potteru Irr.Project||Earth Dam Divn. Chitrakonda",SE-EDD-CKD-01/2025-26,2025_CCEBA_118894_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, Contractor RC, GSTIN, PAN, Affidavit, NRC, Undertaking and any other documents as",03-Oct-2025 10:00 AM,15-Oct-2025 10:30 AM,03-Oct-2025 10:00 AM,14-Oct-2025 05:00 PM,03-Oct-2025 10:00 AM ,10-Oct-2025 05:00 PM ,03-Oct-2025 10:00 AM,14-Oct-2025 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,2,3124973,BIBEK KUMAR DEURI,13-Oct-2025 11:44 PM,Accepted-AOC,Owned the work through Transparent lottery held on 30.10.2025.,16-Dec-2025 07:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,3,3126154,CHAMELI BISWAS,13-Oct-2025 09:05 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3124290,DILLIP KUMAR BEHURA,12-Oct-2025 04:09 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3124087,KAMAL KUMAR DAS,12-Oct-2025 12:12 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3125269,Mrutyunjay Choudhury,14-Oct-2025 02:25 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3120699,PAPU BACHHAR,11-Oct-2025 03:19 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3111256,RABIN MANDAL,05-Oct-2025 08:17 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3123252,RADHAKANTA MANDAL,11-Oct-2025 02:32 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3112231,Rahel Dev Mondal,06-Oct-2025 07:30 PM,Rejected-Finance,Unsuccessful in transparent lottery,06-Dec-2025 06:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
