Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,10-Oct-2025 04:23 PM,techsummary_552065.pdf (1614.73 KB),1,3085347,CHINMAY SARPATIA,17-Sep-2025 05:16 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,25-Oct-2025,"INR 3,387,118.5",120.0,DHIRENDRA KUMAR NAIK,03-Dec-2025 05:32 PM,nakti.pdf (725.00 KB),The tender of Sri Trilochan Seth B class SC contractor decided in Transparent Lottery Amounting to Rs 3387118.50 being 14.99 percent less than the Tendered value is accepted.,Finance,Only 13 nos. bidder has submitted the required bid cost and fulfilled the required criteria. Hence the valid tender has been taken into CS.,DHIRENDRA KUMAR NAIK,10-Oct-2025 04:20 PM,finance_552065.pdf,BOQ Comparative Chart,1.0,3084933.0,TRILOCHAN SETH,INR,"3,387,118.5","CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_117889_1,SE MID SNG 05/2025-26,Construction of Nakti Check dam over local nalla near village Nakti in Bargaon Block of Sundargarh District under MATY Scheme 2025-26.,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,10-Oct-2025 04:32 PM,finsummary_552065.pdf (1614.73 KB),AOC,11-Sep-2025 10:00 AM,22-Sep-2025 11:00 AM,11-Sep-2025 10:00 AM,20-Sep-2025 05:30 PM,11-Sep-2025 10:00 AM ,20-Sep-2025 05:30 PM ,11-Sep-2025 10:00 AM,20-Sep-2025 05:30 PM,"Superintending Engineer, MID, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO-Mahesdihi",Construction of Nakti Check dam over local nalla near village Nakti in Bargaon Block of Sundargarh District under MATY Scheme 2025-26.,Construction of Nakti Check dam over local nalla near village Nakti in Bargaon Block of Sundargarh District under MATY Scheme 2025-26.,C and B class contractor ,NA ,"39,84,377",Civil Works - Others,Check dam ,Tender,90.0,120.0,Bargaon,770016.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,"6,000",0.0,Nil,Nil,No,"39,844",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate","CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 05/2025-26,2025_CEMIB_117889_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3090067,DOLAGOBINDA BEHERA,20-Sep-2025 12:25 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,3,3090148,JAYANTA KUMAR PATTNAIK,20-Sep-2025 12:45 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3089906,KALPANA PATEL,20-Sep-2025 11:45 AM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3089947,NIBHA MISHRA,20-Sep-2025 12:18 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3090682,PRIYADARSHI RANA,20-Sep-2025 03:34 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3090194,PRIYAM KUMAR NAIK,20-Sep-2025 12:59 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3090563,RAJ KISHORE BHATTACHARYA,20-Sep-2025 04:28 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3090288,RAJ KUMAR PATEL,20-Sep-2025 01:21 PM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3089808,RASMITA NAIK,20-Sep-2025 11:20 AM,Rejected-AOC,Rejected,03-Dec-2025 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
