Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
15-Dec-2025,"INR 1,785,521",30.0,Sudipta Senapati,15-Dec-2025 02:58 PM,3PWDrdtoDeulapalliWO.pdf (845.00 KB),Work Order,1,3170890,AKSHYA KUMAR SETHI,31-Oct-2025 08:35 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,1.0,3170148.0,Rojalini Bisoyi,INR,"1,785,521",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_120211_33,Online Tender/12/SERWD-II/2025-26,S/R PWD road to Deulapalli for the year 2025-26,Finance,Tender will be finalized after downloaded Bid documents scrutinized.,Babina Sahu,11-Nov-2025 07:29 PM,finance_559290.pdf,BOQ Comparative Chart,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,15-Dec-2025 02:53 PM,finsummary_559290.pdf (2633.00 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,15-Dec-2025 02:48 PM,techsummary_559290.pdf (1492.36 KB),AOC,28-Oct-2025 02:30 PM,04-Nov-2025 11:00 AM,28-Oct-2025 02:30 PM,03-Nov-2025 05:00 PM,28-Oct-2025 02:30 PM ,03-Nov-2025 12:00 PM ,28-Oct-2025 02:30 PM,03-Nov-2025 05:00 PM,1.0,Corrigendum,Other,,1.0,ICICI BANK,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur","6,000",0.0,Nil,Nil,No,S/R PWD road to Deulapalli for the year 2025-26,S/R PWD road to Deulapalli for the year 2025-26,Please refer Tender documents. ,NA ,"21,01,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/12/SERWD-II/2025-26,2025_CERWI_120211_33,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"21,100",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,3177474,DEBASISH KUMAR PADHI,03-Nov-2025 01:51 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3168313,HERO WANI JENA,01-Nov-2025 03:17 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3173122,M PRAKASHA CHANDRA PATRA,01-Nov-2025 07:56 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3170271,Pabitra Mohan Bisoyi,31-Oct-2025 06:50 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3171591,PINKU SETHI,01-Nov-2025 11:27 AM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3169221,PITABAS SWAIN,31-Oct-2025 11:42 AM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3173428,Pradeep Kumar Panda,02-Nov-2025 09:47 AM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3171339,Prasanta Kumar Pattnayak,02-Nov-2025 02:06 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3167705,Pruthibraj Pradhan,30-Oct-2025 01:39 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
