Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Superintending Engineer,Internal,,Ajay Kumar Nayak,24-Nov-2025 05:11 PM,25-Nov-2025 11:00 AM,techsummary_559750.pdf (449.17 KB),Finance,The Financial Bid of 11 nos of bidder are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,25-Nov-2025 11:22 AM,,BOQ Comparative Chart,30-Dec-2025,"INR 4,542,949",240.0,KAILASH CHANDRA BINDHANI,30-Dec-2025 03:16 PM,AOCdrainBirikala1.pdf (405.00 KB),1,3198654,BANANI PADHIHARI,09-Nov-2025 11:55 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,1.0,3222046.0,MADHABA NANDA DEHURY,INR,"4,542,949",Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,2025_KPRIP_120306_1,SE KRC AND BD-16/2025-26,"Extension of drain near the Pond, Raising of drain wall at lane no-7,6 and construction of 02 no CDs at R and R colony Birikala for the DPs of village Birikala and Gobindpur of KIP",Technical,The Technical Bid of 13 nos of bidder are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,14-Nov-2025 11:30 AM,,Superintending Engineer,Internal,,KAILASH CHANDRA BINDHANI,30-Dec-2025 03:03 PM,finsummary_559750.pdf (1653.27 KB),AOC,"53,500",Yes,fixed,,Nil,Nil,"Extension of drain near the Pond, Raising of drain wall at lane no-7,6 and construction of 02 no CDs at R and R colony Birikala for the DPs of village Birikala and Gobindpur of KIP","Extension of drain near the Pond, Raising of drain wall at lane no-7,6 and construction of 02 no CDs at R and R colony Birikala for the DPs of village Birikala and Gobindpur of KIP",Please refer tender documents  ,NA ,"53,44,017",Civil Works - Water Works,Drain ,Tender,90.0,240.0,SE Kanupur Reh. C and B Division Basudevpur,758047.0,NA ,NA ,NA ,O/o SE Kanupur Reh. C and B Division Basudevpur,No ,No,1.0,ICICI BANK,1.0,BOQ Corrigendum,Financial Bid,,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, Contractor RC, Annexure-(A,B,C,D) and Check List as per the DTCN.",SE Kanupur Reh. C and B Division Basudevpur,O/o SE Kanupur Reh. C and B Division Basudevpur,30-Oct-2025 10:00 AM,14-Nov-2025 11:00 AM,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,30-Oct-2025 10:00 AM ,13-Nov-2025 03:00 PM ,30-Oct-2025 10:00 AM,13-Nov-2025 05:00 PM,25-Nov-2025 11:00 AM,Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,SE KRC AND BD-16/2025-26,2025_KPRIP_120306_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,3208384,BIJAYANANDA SAHOO,10-Nov-2025 03:55 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3221674,CHINMAYA RANJAN SAHANI,13-Nov-2025 03:20 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3218818,DEVI PRASAD NANDA,12-Nov-2025 07:26 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3196820,DIBYAJIBAN SAHOO,08-Nov-2025 01:03 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3221526,KAMAL LOCHAN SAHU,13-Nov-2025 02:35 PM,Rejected-Technical,Doesnot Satisfy all the required qualifying criteria,24-Nov-2025 05:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3222046,MADHABA NANDA DEHURY,13-Nov-2025 04:38 PM,Accepted-AOC,winner of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3195898,RAMACHANDRA SAHOO,08-Nov-2025 12:10 AM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3221998,RAMESH KHATUA,13-Nov-2025 04:25 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3221885,Subha Kanta Dash,13-Nov-2025 03:57 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,3221937,Subha Ranjan Parija,13-Nov-2025 04:12 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,3217339,SUSANTA KUMAR ROUT,12-Nov-2025 02:28 PM,Rejected-AOC,looser of the lottery,30-Dec-2025 03:16 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,3181096,SUSOBHAN SAMANTARAY,04-Nov-2025 02:55 PM,Rejected-Technical,Doesnot Satisfy all the required qualifying criteria,24-Nov-2025 05:11 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
