Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage
"Collector, Sundargarh",Internal,"SE, MI Division Sundargarh, AEE, ITDA, Sundargarh, PA, ITDA, Sundargarh",LAXMAN SAHOO,10-Sep-2025 09:41 PM,11-Sep-2025 11:00 AM,techsummary_547406.pdf (635.06 KB),Finance,Tender Status,Sudam Chandra Patel,11-Sep-2025 12:39 PM,finance_547406.pdf,BOQ Comparative Chart,05-Dec-2025,"INR 4,963,986",270.0,LAXMAN SAHOO,05-Dec-2025 06:02 PM,TSQJampali.pdf (519.00 KB),1,3032309,ABDUL HALIM SIDDIQUE,12-Aug-2025 01:29 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,1.0,3033489.0,SUBASH CHANDRA LAKRA,INR,"4,963,986",Technical,TECHNICAL DOCUMENT OPENED,Sudam Chandra Patel,24-Aug-2025 09:58 PM,,ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_116082_8,ITDASNG-03/2025-2026,Construction of twin staff quarters (4 Units Teaching) at Jampali Girls High School under Rajgangpur Block,COLLECTOR SUNDARGARH,Internal,"PA,ITDA,SUNDARGARH, EE, MI DIVISION, SUNDARGARH, AEE, ITDA, SUNDARGARH",LAXMAN SAHOO,05-Dec-2025 05:55 PM,finsummary_547406.pdf (833.00 KB),AOC,"58,393",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Construction of twin staff quarters (4 Units Teaching) at Jampali Girls High School under Rajgangpur Block,Construction of twin staff quarters (4 Units Teaching) at Jampali Girls High School under Rajgangpur Block,AS PER DTCN ,NA ,"58,39,296",Civil Works - Buildings,NA ,Tender,90.0,270.0,Sundargarh,770001.0,NA ,NA ,NA ,"ITDA, SUNDARGARH",No ,No,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-03/2025-2026,2025_STSCD_116082_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,29-Jul-2025 01:00 PM,13-Aug-2025 11:00 AM,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 01:00 PM,12-Aug-2025 05:00 PM,11-Sep-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"License, PAN Card, GSTIN, Affidavit, No Relation Certificate and other documents as per DTCH",PROJECT ADMINISTRATOR,"ITDA, SUNDARGARH",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,3033065,AMAR KUMAR RAJAK,12-Aug-2025 12:49 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,3032682,AYASHA DAS,12-Aug-2025 10:32 AM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3029736,BIKRAM PATEL,10-Aug-2025 11:24 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3030362,BISWARANJAN MAHAKUL,12-Aug-2025 12:23 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3032096,DIPAK KUMAR SAMAL,11-Aug-2025 06:06 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3033324,HIMANSHU BHUSAN SAHU,12-Aug-2025 02:23 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3033290,JITENDRA MAJHI,12-Aug-2025 04:02 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3031018,KEDAR NATH SAHOO,11-Aug-2025 12:45 PM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3032574,KIRTIMEGHA PARIJA,12-Aug-2025 12:28 AM,Rejected-AOC,Disqualified,05-Dec-2025 06:03 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
