Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
23-Dec-2025,"INR 615,487.32",60.0,PADMINI MEHER,23-Dec-2025 12:13 PM,33smc33.pdf (1020.00 KB),sucessful,1.0,2871577.0,Bipin Bihari Banchhor,INR,"615,487.32",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_111711_33,33/SMC_SBP/2024-25,construction of paver block road from Teju Sekh house to MD Islam House Motijharan near Mustari Masjid in ward no. 33,1,2871577,Bipin Bihari Banchhor,28-Mar-2025 11:02 AM,Accepted-AOC,successful,23-Dec-2025 12:13 PM,Finance,TENDER OPENED,Vedbhushan .,07-Apr-2025 10:58 AM,finance_533573.pdf,BOQ Comparative Chart,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,23-Dec-2025 12:11 PM,finsummary_533573.pdf (1019.91 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",PADMINI MEHER,23-Dec-2025 12:08 PM,techsummary_533573.pdf (1019.91 KB),AOC,20-Mar-2025 11:00 AM,02-Apr-2025 11:00 AM,20-Mar-2025 11:00 AM,29-Mar-2025 05:00 PM,NA ,NA ,20-Mar-2025 11:00 AM,29-Mar-2025 05:00 PM,"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur","4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN",construction of paver block road from Teju Sekh house to MD Islam House Motijharan near Mustari Masjid in ward no. 33,construction of paver block road from Teju Sekh house to MD Islam House Motijharan near Mustari Masjid in ward no. 33,Please refer Tender documents. ,NA ,"6,15,639",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"6,156",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Municipal Bodies||Sambalpur Municipal Corporation,33/SMC_SBP/2024-25,2025_ORULB_111711_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,2873067,NANDA KISHORE BAG (S.C),29-Mar-2025 12:15 PM,Rejected-Technical,UNSUCCESSFUL,23-Dec-2025 12:08 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
