Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
09-Oct-2025 01:00 PM,20-Oct-2025 03:00 PM,09-Oct-2025 01:00 PM,20-Oct-2025 11:00 AM,09-Oct-2025 01:00 PM ,18-Oct-2025 05:00 PM ,09-Oct-2025 01:00 PM,20-Oct-2025 11:00 AM,S/R to RW Staff Qtr Building (2RA 15/2) at Sunabeda,S/R to RW Staff Qtr Building (2RA 15/2) at Sunabeda,NA ,NA ,"2,98,910",Civil Works - Buildings,NA ,Tender,90.0,60.0,Sunabeda,763001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SUNABEDA",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD, Registration certificate, GST, PAN, Non relation certificate, others as per DTCN",Superintending Engineer,"RURAL WORKS DIVISION, SUNABEDA",1.0,ICICI BANK,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,SERWSBD Online 04 2025 26,2025_CERWI_119109_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,000",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-SUNABEDA,2025_CERWI_119109_1,SERWSBD Online 04 2025 26,S/R to RW Staff Qtr Building (2RA 15/2) at Sunabeda,Superintending Engineer,Internal,,Avijit Barik,17-Dec-2025 01:25 PM,finsummary_555087.pdf (406.60 KB),Finance,Bid opening,Avijit Barik,17-Dec-2025 01:16 PM,finance_555087.pdf,BOQ Comparative Chart,1.0,3130446.0,PRAMOD KISHORE KHORA,INR,"254,104",17-Dec-2025,"INR 254,104",60.0,Avijit Barik,17-Dec-2025 01:34 PM,Wo2RA152.pdf (723.00 KB),1,3130047,ASHOK KUMAR SAHU,18-Oct-2025 10:48 AM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,Superintending Engineer,Internal,,Avijit Barik,17-Dec-2025 01:20 PM,techsummary_555087.pdf (473.48 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3133504,ASWINI PANIGRAHY,19-Oct-2025 11:33 AM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3130477,BABULI KUMAR SIYA,17-Oct-2025 10:42 AM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3133197,BHAGIRATHI PANIGRAHY,19-Oct-2025 10:20 AM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3135924,BISHNU PRIYA MOHARAN,20-Oct-2025 06:39 AM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3127047,CH.BIBHUTI BHUSAN SHREE CHANDAN MAHENDRA BAHADUR,14-Oct-2025 09:52 AM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3136128,DEBABRATA ROUT,19-Oct-2025 04:01 PM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3135354,GHANASYAM BISOI,19-Oct-2025 02:32 PM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3132943,KAILASH CHANDRA CHOUDHURY,17-Oct-2025 11:25 PM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3122668,KASINATH MUDULI (S.T),11-Oct-2025 06:12 PM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3128858,MINAKSHI TRIPATHY,15-Oct-2025 11:26 AM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3129594,M/S BANABASI ROUT,15-Oct-2025 03:47 PM,Rejected-AOC,Not qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3130446,PRAMOD KISHORE KHORA,16-Oct-2025 01:19 AM,Accepted-AOC,Qualified,17-Dec-2025 01:34 PM,,,,,,,AOC
