Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
S.E R AND B KHORDHA,Internal,"Estimator, DAO",Shibalal Sahoo,09-Sep-2025 01:15 PM,techsummary_548429.pdf (390.89 KB),29-Nov-2025,"INR 3,434,830",90.0,Shibalal Sahoo,22-Dec-2025 11:10 AM,637.pdf (271.00 KB),Agrt. done,1,3036629,ARUN KUMAR PANDA,15-Aug-2025 07:49 AM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,Finance,22 bidder are admitted,Ch Akshaya Kumar Subudhi,28-Aug-2025 02:22 PM,,BOQ Comparative Chart,1.0,3038395.0,RANJAN KUMAR NAYAK,INR,"3,434,830",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,2025_EICCL_116511_1,TCN-17-25-26,S/R to Simore-Banki-Malipadar Road (Such as constn. of RCC drain from ch. 4/080 to 4/710 Km,S.E Khordha R and B Division,Internal,"Estimator, DAO",Shibalal Sahoo,16-Sep-2025 02:16 PM,finsummary_548429.pdf (3207.44 KB),AOC,"40,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,Bill of Quantity,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB DIVN KHURDA,TCN-17-25-26,2025_EICCL_116511_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,06-Aug-2025 12:30 PM,18-Aug-2025 11:00 AM,06-Aug-2025 12:30 PM,16-Aug-2025 05:00 PM,NA ,NA ,06-Aug-2025 12:30 PM,16-Aug-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,S/R to Simore-Banki-Malipadar Road (Such as constn. of RCC drain from ch. 4/080 to 4/710 Km,S/R to Simore-Banki-Malipadar Road (Such as constn. of RCC drain from ch. 4/080 to 4/710 Km,Please refer Tender documents. ,NA ,"40,40,501",Civil Works - Roads,NA ,Tender,90.0,90.0,khordha,752056.0,NA ,NA ,NA ,O/O SE RANDB KHURDA,No ,No,SE RANDB KHURDA,"O/o the SUPERINTENDING Engineer R and B Division, Khurda",AOC
,,,,,,,,,,,,,2,3038129,BALABHADRA ROUT,16-Aug-2025 01:09 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,"Online proof copy Tender cost, EMD, GSTIN, PAN, Contractor RC and Affidavit,as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3038470,BATAKRUSHNA BEHERA,16-Aug-2025 03:54 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3036381,BHAGABAT PRADHAN,14-Aug-2025 07:33 PM,Rejected-Technical,Rejected due to non submission of affidavit for exemaption of EMD,09-Sep-2025 01:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3034899,DEBASIS PATTANAIK,13-Aug-2025 05:16 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3032643,DILLIP RANJAN MISHRA,12-Aug-2025 07:55 AM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3038028,JYOTIRANJAN BEHERA,16-Aug-2025 12:29 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3038172,JYOTIRANJAN PARIDA,16-Aug-2025 02:52 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3038008,MAA TARINI CONSTRUCTION PROP. ASHANTI PATRA,16-Aug-2025 12:27 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3036415,MANOJ KUMAR DALEI,14-Aug-2025 07:29 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3038634,M/S ISHWARI INFRASTRUCTURE,16-Aug-2025 04:34 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3035739,M/S. M.C.C. ASSOCIATES,14-Aug-2025 01:05 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3038069,Nibas Routray,16-Aug-2025 12:46 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,3038221,PRASANNA KUMAR RANA,16-Aug-2025 01:47 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3038563,PUJESH KUMAR PRADHAN,16-Aug-2025 04:08 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3038395,RANJAN KUMAR NAYAK,16-Aug-2025 02:55 PM,Accepted-AOC,Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,3035600,RESMA ARA BEGUM,14-Aug-2025 11:36 AM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,3038457,SAMARESH CHHOTARAY,16-Aug-2025 03:30 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,3037793,SANGITA SENAPATI,16-Aug-2025 09:03 AM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,3038647,SATYAJIT SAHU,16-Aug-2025 04:47 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,21,3038558,SATYAJIT SUBUDHI,16-Aug-2025 04:16 PM,Rejected-AOC,Not Successful in transparent lottery,22-Dec-2025 11:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
