Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"SE MI Division, Keonjhar",Internal,,Rashmi Rekha Chattar,16-Dec-2025 09:04 PM,techsummary_544654.pdf (453.09 KB),16-Dec-2025,"INR 568,607.96",120.0,Rashmi Rekha Chattar,16-Dec-2025 09:25 PM,Kulhabarapada_I.pdf (453.00 KB),1,2984311,ABHIJEET NAYAK,01-Jul-2025 09:24 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,Finance,12 nos,Rashmi Rekha Chattar,07-Jul-2025 09:28 AM,,BOQ Comparative Chart,1.0,2985371.0,SATYANANDA BARIK,INR,"568,607.96","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",2025_CEMIB_114959_1,Bid ID No. 02SEMID (KJR/ 2025-2026),Improvement to Kulhabarapada-I Check Dam in Joda Block of Keonjhar District for the year 2025-2026,"SE MI Division, Keonjhar",Internal,,Rashmi Rekha Chattar,16-Dec-2025 09:16 PM,finsummary_544654.pdf (453.09 KB),AOC,1.0,ICICI BANK,SE MI Division Keonjhar,SE MI Division Keonjhar,27-Jun-2025 10:00 AM,03-Jul-2025 11:00 AM,27-Jun-2025 10:00 AM,02-Jul-2025 05:00 PM,NA ,NA ,27-Jun-2025 10:00 AM,02-Jul-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,Improvement to Kulhabarapada-I Check Dam in Joda Block of Keonjhar District for the year 2025-2026,Improvement to Kulhabarapada-I Check Dam in Joda Block of Keonjhar District for the year 2025-2026,Improvement to Kulhabarapada-I Check Dam in Joda Block of Keonjhar District for the year 2025-2026 ,NA ,"6,69,000",Civil Works - Others,Chhek dam ,Tender,90.0,120.0,Kulhabarapada,758001.0,NA ,NA ,NA ,SE MI Division Keonjhar,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Registration Certificate GST PAN and Affidavit,"6,690",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||EE M.I. Division Keonjhar",Bid ID No. 02SEMID (KJR/ 2025-2026),2025_CEMIB_114959_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,2986766,BADAL KUMAR SAHOO,02-Jul-2025 04:31 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2986621,BHAGYADHAR SETHY,02-Jul-2025 02:38 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2985245,DAYANIDHI PATRA,02-Jul-2025 12:47 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2986799,LAXMIPRIYA NISHANK,02-Jul-2025 04:42 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2986775,PRADEEP KUMAR NAIK,02-Jul-2025 04:20 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2986179,PRADIP PATRA,02-Jul-2025 11:28 AM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2986712,PRAMOD KUMAR DAS,02-Jul-2025 03:43 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2986353,SAMARJIT PATTNAIK,02-Jul-2025 12:31 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2985643,SARBADHIKARI BEHERA,01-Jul-2025 06:27 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2985371,SATYANANDA BARIK,01-Jul-2025 03:32 PM,Accepted-AOC,Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,2986633,SUSHANTA KUMAR PRADHAN,02-Jul-2025 03:14 PM,Rejected-AOC,Dis Qualified,16-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
