Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
10-Dec-2025,"INR 2,523,040",90.0,Subas Chandra Sahoo,10-Dec-2025 07:28 PM,2025_ORULB_117311_11.pdf (420.00 KB),Work Order,1,3065650,BISWAJIT MALLICK,06-Sep-2025 01:10 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,1.0,3064907.0,Sri Jagabandhu Sethy,INR,"2,523,040",Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_117311_11,MC(CMC)CTC_Div-I_No.7/2025-26,Re-construction of RCC drain from Adv. Debasis Nayak res to Laxmi Mandir at Hindol Kothi in Ward No. 16.,Finance,Twelve bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Subas Chandra Sahoo,12-Sep-2025 07:06 PM,finance_550633.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,10-Dec-2025 07:24 PM,finsummary_550633.pdf (419.96 KB),Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,10-Dec-2025 07:21 PM,techsummary_550633.pdf (419.96 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",28-Aug-2025 03:00 PM,12-Sep-2025 11:00 AM,28-Aug-2025 03:00 PM,09-Sep-2025 05:00 PM,NA ,NA ,28-Aug-2025 03:00 PM,09-Sep-2025 05:00 PM,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.7/2025-26,2025_ORULB_117311_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,Re-construction of RCC drain from Adv. Debasis Nayak res to Laxmi Mandir at Hindol Kothi in Ward No. 16.,Re-construction of RCC drain from Adv. Debasis Nayak res to Laxmi Mandir at Hindol Kothi in Ward No. 16.,Please refer Tender documents. ,NA ,"29,68,000",Civil Works - Others,NA ,Tender,90.0,90.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi",No ,No,"29,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,3071310,DEBASIS NATH,09-Sep-2025 12:24 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3070456,DURGA MADHAB MOHANTY,08-Sep-2025 09:34 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3069231,HRUSHIKESH SAHOO,08-Sep-2025 03:05 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3062533,PRASANTA KUMAR BEHERA,03-Sep-2025 02:46 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3063103,PRAVAT KUMAR PRUSTY,04-Sep-2025 11:10 AM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3068793,SIBA PRASAD SATPATHY,08-Sep-2025 01:32 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3070257,SIDHARTHA SANKAR BISWAL,08-Sep-2025 08:08 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3064907,Sri Jagabandhu Sethy,05-Sep-2025 08:02 PM,Accepted-AOC,Accepted,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3063878,SUDHIR KUAMR PAL,04-Sep-2025 10:24 PM,Rejected-AOC,Rejected,10-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
