Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
09-Dec-2025,"INR 2,366,451",60.0,Pradeep Kumar Nayak,09-Dec-2025 06:41 PM,WO06130.pdf (821.00 KB),EO ME CP AE AEE,Internal,,Pradeep Kumar Nayak,09-Dec-2025 06:34 PM,techsummary_533288.pdf (639.14 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 05:52 PM,,BOQ Comparative Chart,1.0,2868689.0,SAROJ KUMAR BEHERA,INR,"2,182,577.75",EO ME CP AE AEE,Internal,,Pradeep Kumar Nayak,09-Dec-2025 06:37 PM,finsummary_533288.pdf (639.15 KB),1,2868549,Ananta Nayak,25-Mar-2025 10:11 PM,Rejected-Technical,L5,09-Dec-2025 06:34 PM,Municipal Bodies||Balasore Municipality,2025_ORULB_111643_130,BM_06_2024_25,Const. of Paver Block Road from Umashankar Jena House to Ganesh Das House via Sashibhusan Kar House in Ward No_02,AOC,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_130,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,REVISED DTCN,Technical Bid,,"Executive Officer, Balasore Municipality",Balasore Municipality Office,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,No,"23,665",Yes,percentage,1.0%,Nil,Nil,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,Const. of Paver Block Road from Umashankar Jena House to Ganesh Das House via Sashibhusan Kar House in Ward No_02,Const. of Paver Block Road from Umashankar Jena House to Ganesh Das House via Sashibhusan Kar House in Ward No_02,Please refer Tender documents. ,NA ,"23,66,451",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2867769,MANORAMA TAREI,26-Mar-2025 02:19 PM,Rejected-Technical,L4,09-Dec-2025 06:34 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2868689,SAROJ KUMAR BEHERA,26-Mar-2025 02:22 AM,Accepted-AOC,WO,09-Dec-2025 06:41 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2869458,SATYABRAT PAL,26-Mar-2025 03:53 PM,Rejected-Finance,L1,09-Dec-2025 06:37 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2864298,SRIMANTA MAJHI,26-Mar-2025 07:14 AM,Rejected-Technical,L2,09-Dec-2025 06:34 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
