Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
20-Dec-2025,"INR 10,536,674",300.0,Bikram Keshari Malla,20-Dec-2025 04:47 PM,OFDRA.pdf (82.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 19.12.2025,Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_118639_27,14/OPHWC/2025-26,"Constn. of Two nos. type IV staff quarters for Principal/Vice Principal at OFDRA, Bhubaneswar",1.0,3133066.0,SARTHAK DAS,INR,"10,536,674",1,3134248,DEEPAK KUMAR JENA,18-Oct-2025 01:36 PM,Rejected-Finance,DUE TO L2 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,20-Dec-2025 04:43 PM,Finance,Financial bid opened,LAXMIPRIYA NAYAK,26-Nov-2025 11:11 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,25-Nov-2025 07:10 PM,26-Nov-2025 10:30 AM,techsummary_554234.pdf (348.46 KB),Technical,7 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,23-Oct-2025 04:14 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,20-Dec-2025 04:43 PM,finsummary_554234.pdf (364.04 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",26-Sep-2025 06:55 PM,20-Oct-2025 10:30 AM,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 06:55 PM,18-Oct-2025 05:00 PM,26-Nov-2025 10:30 AM,1.0,ICICI BANK,"1,23,900",Yes,fixed,,Nil,Nil,"Constn. of Two nos. type IV staff quarters for Principal/Vice Principal at OFDRA, Bhubaneswar",Building Work,Please refer Tender documents. ,NA ,"1,23,94,628",Civil Works - Buildings,NA ,Tender,90.0,300.0,Bhubaneswar,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,Orissa State Police Housing and Welfare Corporation Ltd,14/OPHWC/2025-26,2025_OSPHW_118639_27,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2,3133363,J J CONSTRUCTION,17-Oct-2025 08:36 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,20-Dec-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Document as per DTCN,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3130651,NARAYAN PRADHAN,18-Oct-2025 10:11 AM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,20-Dec-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3129904,PRITI RANJAN BHUYAN,15-Oct-2025 07:21 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,20-Dec-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3134890,Santosh Kumar Bhatta,18-Oct-2025 04:58 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,25-Nov-2025 07:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3133066,SARTHAK DAS,17-Oct-2025 06:22 PM,Accepted-AOC,QUALIFIED BIDDER,20-Dec-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,3133539,SUJIT KUMAR JENA,17-Oct-2025 09:54 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,20-Dec-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
