S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
1.0,3177777.0,BIREN KUMAR PATTANAIK,INR,"2,203,615",Finance,.,Dibyamayee Behera,01-Dec-2025 05:34 PM,finance_558605.pdf,BOQ Comparative Chart,R.Pradhan,Internal,,Dibyamayee Behera,04-Dec-2025 01:01 PM,finsummary_558605.pdf (195.23 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_120136_1,05-Online-/RWD/BPD/2025-26,CONSTRUCTION OF E TYPE QUARTER 1 NO. AT MARANGTANDI PHC BUILDING UNDER KULIANA BLOCK FOR THE YEAR 2024-25,R.Pradhan,Internal,,Dibyamayee Behera,03-Dec-2025 04:49 PM,techsummary_558605.pdf (195.24 KB),1,3177880,ANTARJYAMI SAHU,03-Nov-2025 03:54 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:12 PM,04-Dec-2025,"INR 2,203,615",180.0,Rajesh Pradhan,19-Dec-2025 04:12 PM,112.pdf (371.00 KB),AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,28-Oct-2025 11:00 AM,03-Nov-2025 05:30 PM,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,28-Oct-2025 11:00 AM ,03-Nov-2025 03:00 PM ,28-Oct-2025 11:00 AM,03-Nov-2025 05:00 PM,"25,922",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,CONSTRUCTION OF E TYPE QUARTER 1 NO. AT MARANGTANDI PHC BUILDING UNDER KULIANA BLOCK FOR THE YEAR 2024-25,CONSTRUCTION OF E TYPE QUARTER 1 NO. AT MARANGTANDI PHC BUILDING UNDER KULIANA BLOCK FOR THE YEAR 2024-25,NA ,NA ,"25,92,184",Civil Works - Buildings,NA ,Tender,90.0,180.0,Mayurbhanj,757002.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MAYURBHANJ",No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,05-Online-/RWD/BPD/2025-26,2025_CERWI_120136_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, MAYURBHANJ",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3177777,BIREN KUMAR PATTANAIK,03-Nov-2025 03:00 PM,Accepted-AOC,Lottery winner.,19-Dec-2025 04:12 PM,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3177207,DEBASMITA BHUJABAL,03-Nov-2025 01:20 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3177816,JANMEJAYA CHHOTARAY,03-Nov-2025 04:33 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3172119,NARAYANA SENAPATI,02-Nov-2025 08:01 AM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3175136,PRADIP KUMAR LENKA,02-Nov-2025 07:37 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3171624,SATAVAIRAB BARIK,02-Nov-2025 12:14 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3174119,SATYANARAYAN NATH,02-Nov-2025 01:42 PM,Rejected-AOC,unsuccessful tenderer,19-Dec-2025 04:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
