Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Selection and appointment of Level-II Transport Contractor for the biennial year 2025-27 of Bhapur Block.,Selection and appointment of Level-II Transport Contractor for the biennial year 2025-27 of Bhapur Block in Nayagarh District.,Please refer Tender documents. ,NA ,"47,29,407",Handling and Transportation,Transportation ,Tender,45.0,608.0,From RRC-cum-DSC to FPSs point,752069.0,"Office of the District Manager, OSCSC Ltd., Nayaga ","Office of the District Manager, OSCSC Ltd., Nayagarh. ",30-Jul-2025 11:00 AM ,"Conference Hall of Collectorate, Nayagarh",No ,No,1.0,ICICI BANK,25-Jul-2025 10:00 AM,12-Aug-2025 11:00 AM,25-Jul-2025 10:00 AM,08-Aug-2025 05:00 PM,NA ,NA ,25-Jul-2025 10:00 AM,08-Aug-2025 05:00 PM,26-Aug-2025 11:00 AM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nayagarh,3579/2025,2025_OSCSC_116044_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,As per DTCN,CH Murali Krishna Rao,"CSO-cum-District Manager, OSCSC Ltd., Nayagarh","5,900",0.0,Nil,Nil,No,"2,36,470",No,fixed,,Nil,Nil,AOC,08-Oct-2025,INR 9.99,608.0,CH Murali Krishna Rao,30-Dec-2025 01:30 PM,4731.pdf (1381.00 KB),BSoR- 9.99,1,3028806,BADRI NARAYAN SAHOO,08-Aug-2025 04:58 PM,Rejected-Finance,Quoted in BSoR,08-Oct-2025 07:30 PM,Collector-cum- Chairman,Internal,"RTO, DSWO, DLO/ALO of Nayagarh District",CH Murali Krishna Rao,21-Aug-2025 07:23 PM,26-Aug-2025 11:00 AM,techsummary_547225.pdf (2908.94 KB),Finance,All bidders are admitted for Financial Evaluation.,CH Murali Krishna Rao,08-Oct-2025 07:12 PM,finance_547225.pdf,BOQ Comparative Chart,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nayagarh,2025_OSCSC_116044_1,3579/2025,Selection and appointment of Level-II Transport Contractor for the biennial year 2025-27 of Bhapur Block.,Technical,All bidders are admitted for Technical Evaluation.,CH Murali Krishna Rao,21-Aug-2025 06:56 PM,,Collector-cum- Chairman,Internal,"RTO, DLO/ALO, DSWO and CSO-cum-DM",CH Murali Krishna Rao,08-Oct-2025 07:30 PM,finsummary_547225.pdf (2921.19 KB),1.0,3026061.0,GOBINDA CHANDRA MANDAL,INR,9.99,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,As per DTCN,,,,,,,,,,,,,,AOC,,,,,,,,2,3025361,DILLIP KUMAR PANDA,08-Aug-2025 01:35 PM,Rejected-Finance,Quoted in ASoR,08-Oct-2025 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3026061,GOBINDA CHANDRA MANDAL,08-Aug-2025 03:34 PM,Accepted-AOC,BSoR-9.99,30-Dec-2025 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3026916,PRASANNA KUMAR PANIGRAHI,08-Aug-2025 01:56 PM,Rejected-Finance,Quoted in ASoR,08-Oct-2025 07:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
