S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Mayurbhanj","S.E.M.I.D.MBJ. No.-05/MID,MBJ/2025-26",2025_CEMIB_116824_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"paper cost,EMD,RC,PAN, GSTIN,Affidavit and other required documents as per DTCN","S.E. M.I. Division, Mayurbhanj","O/O S.E. M.I.Division, Mayurbhanj","33,900",Yes,fixed,,Nil,Nil,14-Aug-2025 10:00 AM,26-Aug-2025 11:00 AM,14-Aug-2025 10:00 AM,25-Aug-2025 05:00 PM,NA ,NA ,14-Aug-2025 10:00 AM,25-Aug-2025 05:00 PM,Improvement to Amarda MIP in Rasgovindpur Block of Mayurbhanj District under DPIW Scheme for the year 2025-26,Improvement to Amarda MIP in Rasgovindpur Block of Mayurbhanj District under DPIW Scheme for the year 2025-26,Please refer Tender documents. ,NA ,"33,89,508",Civil Works - Others,NA ,Tender,90.0,120.0,"RASGOVINDPUR, MAYURBHANJ",757002.0,NA ,NA ,NA ,"O/O S.E. M.I.Division, Mayurbhanj",No ,No,AOC,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Mayurbhanj",2025_CEMIB_116824_7,"S.E.M.I.D.MBJ. No.-05/MID,MBJ/2025-26",Improvement to Amarda MIP in Rasgovindpur Block of Mayurbhanj District under DPIW Scheme for the year 2025-26,Er Manaranjan Hansda,Internal,,Manaranjan Hansdah,11-Sep-2025 10:28 AM,finsummary_549158.pdf (657.76 KB),Finance,30 Nos Bidder Admitted,Manaranjan Hansdah,10-Sep-2025 07:58 PM,,BOQ Comparative Chart,1.0,3038968.0,PINTU BAITHA(S.C),INR,"2,881,421",03-Nov-2025,"INR 2,881,421",120.0,Manaranjan Hansdah,04-Dec-2025 08:23 PM,Amarda.pdf (430.00 KB),1,3042133,ABHILASH BHUYAN,25-Aug-2025 01:27 AM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,Er Manaranjan Hansda,Internal,,Manaranjan Hansdah,11-Sep-2025 10:16 AM,techsummary_549158.pdf (657.76 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3047484,ALAKA PATRA,25-Aug-2025 11:47 AM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3046721,ANIRUDHA SAHU,25-Aug-2025 04:41 PM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3047289,BIBHABASU MOHANTY,25-Aug-2025 10:45 AM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3044174,BIKASH CHANDRA JENA,25-Aug-2025 12:33 AM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3046839,BINIT KUMAR BEHERA,24-Aug-2025 08:10 PM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3040578,CHANDAN KUMAR RAM,19-Aug-2025 03:50 PM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3041665,DILLIP KUMAR PARIDA,21-Aug-2025 01:07 PM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3044415,GOPAL HANSDA,22-Aug-2025 02:35 PM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3047763,HARISH CHANDRA ACHARYA,25-Aug-2025 01:53 PM,Rejected-AOC,Unsuccessful Bidder,04-Dec-2025 08:23 PM,,,,,,,AOC
