Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_109407_13,SERWPH-15/2024-25,"Completion of PH Works to construction of (SI, SD and WS) to Day care Sub-Centre cum HWC Building at Safa of Tangi Choudwar Block in cuttack District or the year 2023-24.",1.0,2779413.0,SRI PRAKASH CHANDRA ROUT,INR,"471,414",1,2778465,DEVI PRASAD MOHAPATRA,26-Jan-2025 03:06 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 01:24 PM,23-Dec-2025,"INR 471,414",90.0,Anil Kumar Das,24-Dec-2025 12:09 PM,9228.pdf (328.00 KB),Finance,COMPARATIVE STATEMENT,Anil Kumar Das,29-Jan-2025 12:28 PM,finance_525753.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Anil Kumar Das,23-Dec-2025 01:24 PM,finsummary_525753.pdf (59.27 KB),Supeintending Engineer,Internal,"Sr. DAO, Divisional Estimator",Anil Kumar Das,10-Feb-2025 07:21 PM,techsummary_525753.pdf (278.44 KB),AOC,"Superintending Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",18-Jan-2025 11:00 AM,28-Jan-2025 11:00 AM,18-Jan-2025 11:00 AM,27-Jan-2025 05:00 PM,NA ,NA ,18-Jan-2025 11:00 AM,27-Jan-2025 05:00 PM,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,SERWPH-15/2024-25,2025_CERWI_109407_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Completion of PH Works to construction of (SI, SD and WS) to Day care Sub-Centre cum HWC Building at Safa of Tangi Choudwar Block in cuttack District or the year 2023-24.","Completion of PH Works to construction of (SI, SD and WS) to Day care Sub-Centre cum HWC Building at Safa of Tangi Choudwar Block in cuttack District or the year 2023-24.",Please refer Tender documents. ,NA ,"5,54,539",Civil Works - Buildings,NA ,Tender,90.0,NA ,Safa,754022.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card","4,000",0.0,Nil,Nil,No,"5,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,2,2775336,PRADEEP KUMAR SAHOO,25-Jan-2025 04:22 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate.",,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,3,2777013,SOMANATH SAHOO,27-Jan-2025 02:47 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2779413,SRI PRAKASH CHANDRA ROUT,27-Jan-2025 03:14 PM,Accepted-AOC,Qualified in Transparency lottery,24-Dec-2025 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2775394,SUMIT SAGAR SAHOO,25-Jan-2025 06:29 PM,Rejected-Finance,Not Qualified in Transparency lottery,23-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
