Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,28-Oct-2025 02:00 PM,04-Nov-2025 11:00 AM,28-Oct-2025 02:00 PM,03-Nov-2025 05:00 PM,28-Oct-2025 02:00 PM ,03-Nov-2025 12:00 PM ,28-Oct-2025 02:00 PM,03-Nov-2025 05:00 PM,"25,300",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/12/SERWD-II/2025-26,2025_CERWI_120211_29,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Corrigendum,Other,,S/R PWD road Palaspur to Bhimanagar for the year 2025-26,S/R PWD road Palaspur to Bhimanagar for the year 2025-26,Please refer Tender documents. ,NA ,"25,21,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,AOC,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,15-Dec-2025 02:05 PM,techsummary_559276.pdf (2600.79 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,15-Dec-2025 02:13 PM,finsummary_559276.pdf (3799.89 KB),Finance,Tender will be finalized after downloaded Bid documents scrutinized.,Babina Sahu,11-Nov-2025 07:16 PM,finance_559276.pdf,BOQ Comparative Chart,15-Dec-2025,"INR 2,143,047",30.0,Sudipta Senapati,15-Dec-2025 02:21 PM,3PalaspurBhimanagarWO.pdf (847.00 KB),Work Order,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_120211_29,Online Tender/12/SERWD-II/2025-26,S/R PWD road Palaspur to Bhimanagar for the year 2025-26,1.0,3170153.0,PITABASA RATHA,INR,"2,143,047",1,3170830,ABHI SETHI,01-Nov-2025 11:44 AM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3170880,AKSHYA KUMAR SETHI,31-Oct-2025 08:30 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3172104,Aruna Kumar Rath,02-Nov-2025 12:38 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3173042,Ashok Kumar Nayak,02-Nov-2025 10:52 AM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3174967,BALIA KUMAR PRADHAN,03-Nov-2025 09:59 AM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3176712,BASANTA KUMAR SABAT,03-Nov-2025 02:19 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3178213,BHAGABAN MANDAL,03-Nov-2025 04:49 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3172959,BHIMASEN NAYAK,01-Nov-2025 06:59 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3168176,Chinmaya Kumar Rana,30-Oct-2025 04:12 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3177835,CHINTU PRUSTY,03-Nov-2025 03:10 PM,Rejected-AOC,Unsuccessful Bidder,15-Dec-2025 02:21 PM,AOC
