Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card.","Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010","PH works(SI,SD AND WS) to Sub centre building at Mahimapali of Tarava block in Sonepur Dist in the F.Y.-2023-24","PH works(SI,SD AND WS) to Sub centre building at Mahimapali of Tarava block in Sonepur Dist in the F.Y.-2023-24",Please refer Tender documents. ,NA ,"7,34,312",Civil Works - Buildings,NA ,Tender,90.0,NA ,Mahimapali,767016.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-10/2025-26,2025_CERWI_113695_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"7,400",Yes,fixed,,Nil,Nil,26-May-2025 11:00 AM,05-Jun-2025 11:00 AM,26-May-2025 11:00 AM,04-Jun-2025 05:00 PM,NA ,NA ,26-May-2025 11:00 AM,04-Jun-2025 05:00 PM,AOC,Executive Engineer,Internal,,Anil Kumar Das,26-Dec-2025 03:47 PM,finsummary_540737.pdf (66.05 KB),Executive Engineer,Internal,,Anil Kumar Das,21-Jun-2025 04:03 PM,techsummary_540737.pdf (363.36 KB),26-Dec-2025,"INR 624,239",90.0,Anil Kumar Das,30-Dec-2025 12:58 PM,9396.pdf (324.00 KB),1.0,2951149.0,SURENDRA NATH ROUT,INR,"624,239",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_113695_18,EERWPH-10/2025-26,"PH works(SI,SD AND WS) to Sub centre building at Mahimapali of Tarava block in Sonepur Dist in the F.Y.-2023-24",1,2951336,ASHOK KUMAR JOSHI,04-Jun-2025 03:56 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,Finance,Document downloaded and process for scrutiny.,Anil Kumar Das,13-Jun-2025 03:18 PM,finance_540737.pdf,BOQ Comparative Chart,AOC
,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2951429,BHABANA SAMANTARA,04-Jun-2025 04:58 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2951338,Chaitanya Sethy,04-Jun-2025 03:57 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2944201,GANESH PRADHAN,01-Jun-2025 12:07 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2946885,GOURI MEHER,01-Jun-2025 05:09 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2950085,GTEC EIS PVT LTD,03-Jun-2025 05:01 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2950042,PRADEEP KUMAR SAHOO,03-Jun-2025 07:19 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2950251,RAHUL KUMAR SAHU,03-Jun-2025 06:21 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2950131,RAJENDRA PANDA,04-Jun-2025 10:41 AM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2949776,Rasmanjali Sa,03-Jun-2025 01:00 PM,Rejected-Finance,Not Qualified in Transparency lottery,26-Dec-2025 03:47 PM,,,,,,,AOC
