Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Document downloaded,Priyadarshini Behera,08-Nov-2025 05:00 PM,finance_557769.pdf,BOQ Comparative Chart,1,3175928,ALAKA PATRA,03-Nov-2025 06:09 AM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_119924_98,04 SERW BLS 2025-26,Repair to Brige over local nallah on Jugal-Irda Baliapati Road,1.0,3173394.0,ALINA PATI,INR,"1,016,535",25-Dec-2025,"INR 1,016,535",60.0,Soubhagya Kumar Das,25-Dec-2025 12:35 PM,98SL.pdf (529.00 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,25-Dec-2025 12:26 PM,techsummary_557769.pdf (528.55 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,25-Dec-2025 12:30 PM,finsummary_557769.pdf (528.55 KB),AOC,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,04 SERW BLS 2025-26,2025_CERWI_119924_98,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P.cost, EMD, RC, Pan, valid GSTIN, Affidavit, No relation certificate and other as per DTCN",Repair to Brige over local nallah on Jugal-Irda Baliapati Road,Repair to Brige over local nallah on Jugal-Irda Baliapati Road,Please refer tender documents ,NA ,"11,95,782",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,"11,958",Yes,percentage,1.0%,Nil,Nil,"SE RW Division, Balasore","O/o the SE RW Division, Balasore",1.0,ICICI BANK,23-Oct-2025 04:00 PM,04-Nov-2025 11:00 AM,23-Oct-2025 04:00 PM,03-Nov-2025 05:00 PM,23-Oct-2025 04:00 PM ,03-Nov-2025 01:00 PM ,23-Oct-2025 04:00 PM,03-Nov-2025 05:00 PM,AOC
,,,,,,2,3173394,ALINA PATI,02-Nov-2025 12:15 AM,Accepted-AOC,Qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC
,,,,,,3,3171394,BHAGYASHREE JENA,01-Nov-2025 10:13 AM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3166529,BHIKARI DALAEI,30-Oct-2025 06:41 PM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3177067,BHUJAN KUMAR MANGAL,03-Nov-2025 12:55 PM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3174040,DHARAMJIT NAYAK,02-Nov-2025 12:47 PM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3172006,Itishree Mohanty,01-Nov-2025 01:39 PM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3171120,MADHUSMITA PAL,31-Oct-2025 10:06 PM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3172888,MAHASWETA DHADA,02-Nov-2025 09:30 AM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3176658,MAMATA BAUG,03-Nov-2025 12:01 PM,Rejected-AOC,Not qualified,25-Dec-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
