Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3120283,JYOTI PRAKASH MOHANTY,09-Oct-2025 04:06 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3114521,LISARANI SINGHA,08-Oct-2025 06:24 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3118353,MADHUSMITA PAL,09-Oct-2025 12:45 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3119371,MAMATA BAUG,09-Oct-2025 12:55 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3113743,MAMATA SAHOO,07-Oct-2025 11:22 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3115484,MANAS ROUT,08-Oct-2025 09:12 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3114105,MANOJ KUMAR SAHOO,07-Oct-2025 01:19 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3114550,MRS. UTTARA PANDA,08-Oct-2025 11:06 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3117309,Nityananda Pal,08-Oct-2025 05:47 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3118647,PANCHANAN DAS,09-Oct-2025 07:41 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3118206,PANKAJ KUMAR PATRA,08-Oct-2025 10:24 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3118650,PRABHURAM PRADHAN,09-Oct-2025 07:46 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3111818,PRABIR KUMAR PRADHAN,06-Oct-2025 10:41 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3113771,PRADEEP KUMAR DAS,09-Oct-2025 12:43 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3111279,PUSHPALATA SAHOO,08-Oct-2025 10:12 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3118522,PUSPALATA PAL,09-Oct-2025 03:06 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3113784,RACHANA BHOI,07-Oct-2025 11:34 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3115742,RAJAT KUMAR NAYAK,08-Oct-2025 11:23 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3118256,RAJESH KUMAR DEY,09-Oct-2025 03:03 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3114984,RAMAKANTA SAHU,07-Oct-2025 08:00 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3117527,SANJAY KUMAR PARIDA,08-Oct-2025 06:44 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3118947,SAPAN KUMAR BAG,09-Oct-2025 11:14 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3118700,SASMITA SAHU,09-Oct-2025 08:49 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3111085,SATYAJIT BEHERA,05-Oct-2025 04:54 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3111322,SIDDHESWAR GHOSH,05-Oct-2025 07:35 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3118373,SUKANTA MANIK,08-Oct-2025 11:35 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3110572,TARAKANTA JENA,08-Oct-2025 06:38 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
