Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
26-Sep-2025 03:00 PM,10-Oct-2025 11:00 AM,26-Sep-2025 03:00 PM,09-Oct-2025 05:00 PM,26-Sep-2025 03:00 PM ,08-Oct-2025 05:00 PM ,26-Sep-2025 03:00 PM,09-Oct-2025 05:00 PM,Maintenance and Repair of R.W.Section-II building at Baliapal for the year 2025-26,Maintenance and Repair of R.W.Section-II building at Baliapal for the year 2025-26,NA ,NA ,"3,36,138",Civil Works - Buildings,NA ,Tender,90.0,60.0,Jaleswar,756086.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JALESWAR",No ,No,Divisional Officer,"RURAL WORKS DIVISION, JALESWAR","2,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"3,361",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls-04/2025-26,2025_CERWI_118645_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",AOC,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_118645_1,SE/RW/Jls-04/2025-26,Maintenance and Repair of R.W.Section-II building at Baliapal for the year 2025-26,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,16-Dec-2025 02:12 PM,finsummary_553997.pdf (791.67 KB),Finance,All bidders have qualified,Soubhagya Kumar Das,18-Nov-2025 06:26 PM,,BOQ Comparative Chart,1.0,3105881.0,JYOTIGOPAL SAHU,INR,"285,751",16-Dec-2025,"INR 336,138",60.0,Nirupama Sankhua,16-Dec-2025 02:17 PM,workorderjyotigopal.pdf (792.00 KB),1,3112792,AJIT KUMAR JENA,06-Oct-2025 05:12 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,18-Nov-2025 06:33 PM,techsummary_553997.pdf (2038.23 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3119491,ALAKA PATRA,09-Oct-2025 01:28 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3113283,BHAGYASHREE JENA,06-Oct-2025 09:29 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3119157,CHANDAN KUMAR SINGH,09-Oct-2025 02:32 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3118194,CHITTA RANJAN SAMAL,08-Oct-2025 10:16 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3119720,DURJAY KUMAR NAYAK,09-Oct-2025 02:13 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3110447,GITANJALI JENA,08-Oct-2025 08:18 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3118467,HARAMOHAN SAHU,09-Oct-2025 01:26 AM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3119754,JAYANTI SAHU,09-Oct-2025 02:24 PM,Rejected-Finance,The bidder has not selected through the lottery system.,16-Dec-2025 02:12 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3105881,JYOTIGOPAL SAHU,02-Oct-2025 09:53 PM,Accepted-AOC,The work order has issued to the agency.,16-Dec-2025 02:17 PM,,,,,,,AOC
