Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Construction of paver block road andRCC drain from Paramananda Routray res to Goutam Khuntia res via S.Pradhan res, S.Ratha res and2 nos bay lane Sabita Sahoo res an Bansidhar Das res,Uttam Shaila res to Coro Arabunda Jena res at Sreema lane in Ward","Construction of paver block road andRCC drain from Paramananda Routray res to Goutam Khuntia res via S.Pradhan res, S.Ratha res and2 nos bay lane Sabita Sahoo res an Bansidhar Das res,Uttam Shaila res to Coro Arabunda Jena res at Sreema lane in Ward",Please refer Tender documents. ,NA ,"36,33,470",Civil Works - Others,NA ,Tender,75.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,"36,400",Yes,fixed,,Nil,Nil,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",07-Dec-2023 11:00 AM,20-Dec-2023 10:00 AM,07-Dec-2023 11:00 AM,16-Dec-2023 05:00 PM,NA ,NA ,07-Dec-2023 11:00 AM,16-Dec-2023 05:00 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No40/2023-24,2023_ORULB_96205_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","7,080",0.0,Nil,Nil,No,1,ICICI BANK,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,25-Dec-2025 03:18 PM,finsummary_477453.pdf (77.55 KB),Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_96205_15,MC(CMC)CTC_Div-II_No40/2023-24,"Construction of paver block road andRCC drain from Paramananda Routray res to Goutam Khuntia res via S.Pradhan res, S.Ratha res and2 nos bay lane Sabita Sahoo res an Bansidhar Das res,Uttam Shaila res to Coro Arabunda Jena res at Sreema lane in Ward",1.0,2357935.0,SUSANTA KUMAR BEHERA,INR,"3,379,490",Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Nanda Kishor Pal,21-Dec-2023 04:36 PM,finance_477453.pdf,BOQ Comparative Chart,25-Dec-2025,"INR 3,379,490",60.0,Antarjyamee Patra,25-Dec-2025 03:21 PM,4164.pdf (91.00 KB),wo,1,2358001,Ganesh Chandra Swain,15-Dec-2023 06:33 PM,Rejected-AOC,Rejected,25-Dec-2025 03:21 PM,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,25-Dec-2025 01:40 PM,techsummary_477453.pdf (77.55 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2357935,SUSANTA KUMAR BEHERA,15-Dec-2023 05:42 PM,Accepted-AOC,Accepted,25-Dec-2025 03:21 PM,,,,,,,AOC
