S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,"11,300",Yes,fixed,,Nil,Nil,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",Construction of CC road from Panchanan Sahoo house to Sarat Swain house Old Kacharamala in Ward No.59.,Construction of CC road from Panchanan Sahoo house to Sarat Swain house Old Kacharamala in Ward No.59.,Please refer Tender documents. ,NA ,"11,23,461",Civil Works - Others,NA ,Tender,105.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","7,080",0.0,Nil,Nil,No,03-Jun-2025 01:00 PM,18-Jun-2025 10:00 AM,03-Jun-2025 01:00 PM,13-Jun-2025 05:00 PM,NA ,NA ,03-Jun-2025 01:00 PM,13-Jun-2025 05:00 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.8/2025-26,2025_ORULB_113118_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,11-Dec-2025 03:23 PM,techsummary_542027.pdf (411.30 KB),Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,11-Dec-2025 03:40 PM,finsummary_542027.pdf (411.30 KB),Finance,Sixteen bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,23-Jun-2025 04:31 PM,finance_542027.pdf,BOQ Comparative Chart,1.0,2962520.0,SATYA RANJAN LENKA,INR,"955,054",Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_113118_13,MC(CMC)CTC_Div-IIINo.8/2025-26,Construction of CC road from Panchanan Sahoo house to Sarat Swain house Old Kacharamala in Ward No.59.,1,2961310,AMIT KUMAR MALLICK,12-Jun-2025 03:06 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,11-Dec-2025,"INR 955,054",60.0,Antarjyamee Patra,11-Dec-2025 04:00 PM,1447.pdf (329.00 KB),WO,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2959148,BICHITRA NANDA BEHERA,10-Jun-2025 12:07 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2964804,DIPIN KUMAR MOHANTY,13-Jun-2025 04:22 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2961833,DURGA MADHAB MOHANTY,11-Jun-2025 04:17 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2965797,JYOTIRADITYA CONSTRUCTIONS,13-Jun-2025 04:03 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2961588,MANAMOHAN PARIMANIK,11-Jun-2025 02:45 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2957370,NIRUPAMA BEHERA,09-Jun-2025 12:07 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2961787,PRADEEP KUMAR CHHATOI,11-Jun-2025 04:03 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2964794,PRASANJIT MOHANTY,13-Jun-2025 04:26 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2964808,PRASANTA KUMAR MOHANTY,13-Jun-2025 04:31 PM,Rejected-AOC,Rejected,11-Dec-2025 04:00 PM,,,,,,,,AOC
