Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,all bids are admitted,Dandapati Yudhistir,30-Apr-2025 06:19 PM,finance_534356.pdf,BOQ Comparative Chart,1.0,2878650.0,PRABHAT KUMAR MISHRA,INR,"1,530,441",Municipal Bodies||Gunupur Municipal Council,2025_ORULB_111921_6,GUN-MUN-69/2024-25,CONSTRUCTION OF ROAD AND DRAIN IN BHANDARI SAHI (SASHI BHUSAN PENTHO SCHOOL IN WARD NO 3,Chairperson Gunupur Municipality,Internal,"Chairperson Gunupur Municipality, Executive Officer Gunupur Municipality, Municipal Engineer Gunupur Municipality and other members",Santosha Kumar Naik,08-Jun-2025 01:52 PM,finsummary_534356.pdf (3030.88 KB),Chairperson Gunupur Municipality,Internal,"Chairperson Gunupur Municipality, Executive Officer Gunupur Municipality, Municipal Engineer Gunupur Municipality and other members",Santosha Kumar Naik,08-Jun-2025 01:48 PM,techsummary_534356.pdf (3400.19 KB),08-Jun-2025,"INR 1,525,684.43",90.0,Santosha Kumar Naik,27-Dec-2025 08:59 PM,6.pdf (3229.00 KB),1,2877787,GOURISANKAR MISHRA,08-Apr-2025 04:41 PM,Rejected-Finance,Disqualified in the transparent lottery system,08-Jun-2025 01:52 PM,AOC,26-Mar-2025 11:00 AM,09-Apr-2025 11:00 AM,26-Mar-2025 11:00 AM,08-Apr-2025 05:00 PM,NA ,NA ,26-Mar-2025 11:00 AM,08-Apr-2025 05:00 PM,CONSTRUCTION OF ROAD AND DRAIN IN BHANDARI SAHI (SASHI BHUSAN PENTHO SCHOOL IN WARD NO 3,ROAD AND DRAIN,Please refer Tender documents. ,NA ,"18,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,GUNUPUR MUNICPALITY,765022.0,NA ,NA ,NA ,GUNUPUR MUNICPALITY OFFICE,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,AS PER DTCN,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-69/2024-25,2025_ORULB_111921_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICER GUNUPUR MUNICPIALITY,EXECUTIVE OFFICER GUNUPUR MUNICPIALITY,"18,000",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2878650,PRABHAT KUMAR MISHRA,08-Apr-2025 10:05 AM,Accepted-AOC,L1,27-Dec-2025 08:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANITY,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2878878,PRASANT KUMAR MISHRA,08-Apr-2025 01:02 PM,Rejected-Finance,Disqualified in the transparent lottery system,08-Jun-2025 01:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2877418,RAKESH KUMAR PATRO,06-Apr-2025 08:05 PM,Rejected-Finance,Disqualified in the transparent lottery system,08-Jun-2025 01:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2873523,RAMA CHANDRA PANDA,31-Mar-2025 04:09 PM,Rejected-Finance,Disqualified in the transparent lottery system,08-Jun-2025 01:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2870335,WAIRUMPI SABAR,08-Apr-2025 01:47 PM,Rejected-Finance,Disqualified in the transparent lottery system,08-Jun-2025 01:52 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
