S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2995771,ANANTA PRASAD MALIK,16-Jul-2025 10:34 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3000544,ANIL KUMAR SWAIN,16-Jul-2025 09:03 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3005093,Anshuman Rout,20-Jul-2025 02:10 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3006121,ANURAG SWAIN,21-Jul-2025 01:17 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3005649,ARUN KUMAR PATRA,20-Jul-2025 08:59 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3005766,ASHIT KUMAR JENA,20-Jul-2025 09:42 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3004836,ASHUTOSH PARIDA,20-Jul-2025 12:39 PM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,19-Sep-2025 11:42 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3004152,ASISH KUMAR SWAIN,19-Jul-2025 02:57 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3000646,ASIT KUMAR ROUT,16-Jul-2025 11:15 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3002614,Asit kumar sahoo,18-Jul-2025 08:05 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3006822,AVINASH PATTANAYAK,21-Jul-2025 02:13 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3000734,BHAGYASHREE PATTANAIK,16-Jul-2025 11:53 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3007023,BIBEKANANDA MOHAPATRA,21-Jul-2025 02:27 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2999267,BICHITRA KUMAR JENA,14-Jul-2025 04:40 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3006206,BIJAY KUMAR MOHANTY,21-Jul-2025 10:51 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3006323,BIKASH NAYAK,21-Jul-2025 11:34 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3001852,Bikramjit Barik,17-Jul-2025 11:11 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3000772,BINAYA BHUSAN PATTNAIK,16-Jul-2025 12:06 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3003979,BINAYA KUMAR NATH,19-Jul-2025 12:57 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3001932,BISHAL DAS,17-Jul-2025 08:17 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3002097,BISWAJIT DAS,17-Jul-2025 07:52 PM,Accepted-AOC,Won the lottery,18-Dec-2025 12:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3007021,BISWAJIT ROUT,21-Jul-2025 02:21 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3007383,BISWAKETAN SAMAL,21-Jul-2025 04:30 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3004068,BISWANATH SAHOO,19-Jul-2025 08:05 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3002119,CHANDAN KUMAR BEHERA,17-Jul-2025 01:28 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3007395,CHANDRAKANTA SETHI,21-Jul-2025 04:33 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3005787,CHINMAYA BADU,21-Jul-2025 09:40 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3004671,CHINMAYA DEBASIS MOHAPATRA,19-Jul-2025 09:22 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3004326,CHINMAY NAYAK,19-Jul-2025 05:15 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3003388,Chiranjib Nayak,18-Jul-2025 05:36 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3006089,CLAVAX POWER PRIVATE LIMITED,21-Jul-2025 10:49 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3000882,DEEPAK KUMAR NATH,16-Jul-2025 01:05 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3006811,DEEPAK KUMAR SAHOO,21-Jul-2025 01:50 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3007419,DEEPARANI GOSWAMI,21-Jul-2025 04:54 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3007193,DEEPTI RANJAN PANDA,21-Jul-2025 03:22 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3003633,DHARMENDRA PARIDA,18-Jul-2025 09:38 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3003114,DHIRENDRA KUMAR NAYAK,21-Jul-2025 12:29 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3007065,DIBYARANI DAS,21-Jul-2025 02:51 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3000489,DIBYA RANJAN DAS,15-Jul-2025 11:35 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3006588,Dibya Ranjan Dey,21-Jul-2025 12:47 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3006027,Dibyasingha Majhi,21-Jul-2025 02:04 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3006956,DIGAMBAR BISWAL,21-Jul-2025 02:01 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3005079,DILIP KUMAR SAMAL,20-Jul-2025 01:58 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3003438,DINESH KUMAR,18-Jul-2025 06:19 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3005395,GOKULA CHANDRA BEHERA,20-Jul-2025 06:42 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3000117,Gourahari Sahoo,15-Jul-2025 05:10 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3006624,HARI PRASANNA KAR,21-Jul-2025 01:38 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3005736,JAGANNATH BEHERA,20-Jul-2025 11:16 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3002615,JAHED HOSSAIN KHAN,17-Jul-2025 08:21 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3006157,JAJATI KESHARI RAY,21-Jul-2025 10:24 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,3005738,JAYADEV NANDA,21-Jul-2025 03:01 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
