S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,07-Jul-2025 10:00 AM,22-Jul-2025 11:30 AM,07-Jul-2025 10:00 AM,21-Jul-2025 05:00 PM,07-Jul-2025 10:00 AM ,14-Jul-2025 05:00 PM ,07-Jul-2025 10:00 AM,21-Jul-2025 05:00 PM,19-Sep-2025 12:00 PM,Additional Chief Engineer,"O/o ACE, Eastern Circle II, Chandikhole","ACE, EC-II AKPD 24 of 2025-26 Protection to scoured bank on Baitarani Left Embankment near village Pahadpur, Manilapur, Baikunthi and Kantapari.",Embankment protection,Please refer Tender documents. ,NA ,"2,40,34,838",Civil Works - Others,NA ,Tender,90.0,180.0,Dhamnagar,756117.0,NA ,NA ,NA ,"O/o ACE, Eastern Circle II, Chandikhole",No ,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,"e-Procurement Notice No.ACE, EC-II 04 of 2025-26",2025_ECCHA_115161_12,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, RC, Documents related to EMD exemption","2,40,400",Yes,fixed,,Nil,Nil,"10,000",Nil,Nil,No,AOC,"Additional Chief Engineer, Eastern Circle II, Chandikhole",Internal,"SE and DAO, Akhuapada Irrigation Division, Akhuapada",PRANAB KUMAR NAYAK,09-Dec-2025 01:23 PM,finsummary_545174.pdf (1097.00 KB),Technical,Uploaded documents of all the participated bidders have been downloaded successfully.,Sarat Chandra Ghadei,23-Jul-2025 01:05 PM,,"Additional Chief Engineer, Eastern Circle II Chandikhole",Internal,"Asst. To ACE, Eastern Circle II Chandikhole, Superintending Engineer, Estimator and DAO Akhuapada Irrigation Division, Superintending Engineer Kendrapara Irrigation Division",PRANAB KUMAR NAYAK,19-Sep-2025 11:42 AM,19-Sep-2025 12:00 PM,techsummary_545174.pdf (4734.63 KB),Finance,Uploaded Financial bid documents have been downloaded successfully.,PRANAB KUMAR NAYAK,19-Sep-2025 01:56 PM,,BOQ Comparative Chart,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE,2025_ECCHA_115161_12,"e-Procurement Notice No.ACE, EC-II 04 of 2025-26","ACE, EC-II AKPD 24 of 2025-26 Protection to scoured bank on Baitarani Left Embankment near village Pahadpur, Manilapur, Baikunthi and Kantapari.",1.0,3002097.0,BISWAJIT DAS,INR,"20,432,015.69",1,3006856,ABHILASH BISWAL,21-Jul-2025 01:40 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,18-Dec-2025,"INR 20,432,015.69",180.0,PRANAB KUMAR NAYAK,18-Dec-2025 12:44 PM,Akpd24.pdf (918.00 KB),Contract Awarded,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3003568,ABHILASH MOHANTY,18-Jul-2025 08:18 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3006473,ABINASH BOSE,21-Jul-2025 12:10 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3007433,Abinash Swain,21-Jul-2025 04:57 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3004177,ADITYA KUMAR MOHAPATRA,19-Jul-2025 03:11 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3005791,AJAYA KUMAR MISHRA,21-Jul-2025 11:07 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3006462,AKSHAYA KUMAR SWAIN,21-Jul-2025 04:07 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3005613,AMIT BARAN DAS,20-Jul-2025 08:44 PM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3006015,AMIT DAS,21-Jul-2025 10:58 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3005915,AMRITA DAS,21-Jul-2025 10:53 AM,Rejected-Finance,Did not won the lottery,09-Dec-2025 01:23 PM,,,,,,,,AOC
