Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/11/SERWD-II/2025-26,2025_CERWI_120323_13,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",1.0,Corrigendum,Other,,1.0,ICICI BANK,"11,000",Yes,fixed,,Nil,Nil,30-Oct-2025 01:00 PM,08-Nov-2025 11:00 AM,30-Oct-2025 01:00 PM,07-Nov-2025 05:00 PM,30-Oct-2025 01:00 PM ,06-Nov-2025 05:00 PM ,30-Oct-2025 01:00 PM,07-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,S/R PWD road to Kaithakhandi NH-217 via Shardhapur for the year 2025-26,S/R PWD road to Kaithakhandi NH-217 via Shardhapur for the year 2025-26,Please refer Tender documents. ,NA ,"10,92,434",Civil Works - Roads,NA ,Tender,90.0,30.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,AOC,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,23-Dec-2025 04:52 PM,finsummary_559975.pdf (2649.91 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,23-Dec-2025 04:47 PM,techsummary_559975.pdf (1425.70 KB),23-Dec-2025,"INR 928,678",30.0,Sudipta Senapati,23-Dec-2025 04:56 PM,3PWDrdtoKaithakhandiWO.pdf (879.00 KB),Work Order,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_120323_13,Online Tender/11/SERWD-II/2025-26,S/R PWD road to Kaithakhandi NH-217 via Shardhapur for the year 2025-26,1.0,3193346.0,RAJANI KANTA SAHU,INR,"928,678",1,3189540,ANIL KUMAR MAHANKUDA,07-Nov-2025 01:55 AM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,Finance,Document to be verified and under scrutiny,Babina Sahu,15-Nov-2025 07:33 AM,finance_559975.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3184672,ANIL KUMAR SAHU,07-Nov-2025 01:29 AM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3190262,ASHOK BEHERA,06-Nov-2025 05:43 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3177748,BAPINI SETHY,03-Nov-2025 02:49 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3189005,DEBASIS KUMAR SAHU,07-Nov-2025 03:36 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3188126,DUKHISHYAM SAHU,07-Nov-2025 01:19 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3173738,G.Mohan Dora,02-Nov-2025 11:08 AM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3184174,JAGANNATH SAHU,05-Nov-2025 02:40 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3190894,Lachheya Mangulu Nadi,06-Nov-2025 07:48 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3190256,MUNA SETHI,06-Nov-2025 05:12 PM,Rejected-AOC,Unsuccessful Bidder,23-Dec-2025 04:57 PM,,,,,,,AOC
