EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"14,600",Yes,fixed,,Nil,Nil,1.0,Change in DTCN,Technical Bid,,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE RandB Divn No.I-BAM-15/2025-26,2025_EICCL_119149_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.","6,000",0.0,Nil,Nil,No,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at all Gents Hostel (GH-1, GH-2, GH-3, PG-2, PG-3) HS Hostel and Cabin Block of MKCG, MC and H Berhampur","Comprehensive Electrical maintenance for wiring and Electrical Accessory at all Gents Hostel (GH-1, GH-2, GH-3, PG-2, PG-3) HS Hostel and Cabin Block of MKCG, MC and H Berhampur",Please refer Tender documents. ,NA ,"14,51,679",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,10-Oct-2025 01:30 PM,17-Oct-2025 11:30 AM,10-Oct-2025 01:30 PM,16-Oct-2025 04:00 PM,10-Oct-2025 01:30 PM ,16-Oct-2025 04:00 PM ,10-Oct-2025 01:30 PM,16-Oct-2025 04:00 PM,1.0,ICICI BANK,SE R and B Division No I Berhampur,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at all Gents Hostel (GH-1, GH-2, GH-3, PG-2, PG-3) HS Hostel and Cabin Block of MKCG, MC and H Berhampur",AOC,Superintending Engineer Ganjam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,31-Dec-2025 04:42 PM,finsummary_555295.pdf (1839.88 KB),Superintending Engineer Ganjam (R and B) Division No.I Berhampur,Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,31-Dec-2025 04:29 PM,techsummary_555295.pdf (1839.88 KB),31-Dec-2025,"INR 1,234,072",365.0,Somanath Tripathy,31-Dec-2025 04:53 PM,654.pdf (1840.00 KB),Contract awarded to Sri/Smt,1,3130191,CHINMAYA KUMAR PRAHARAJ,15-Oct-2025 08:53 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,1.0,3128572.0,SANJIT KUMAR PATTNAIK,INR,"1,234,072",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2025_EICCL_119149_10,SE RandB Divn No.I-BAM-15/2025-26,"Comprehensive Electrical maintenance for wiring and Electrical Accessory at all Gents Hostel (GH-1, GH-2, GH-3, PG-2, PG-3) HS Hostel and Cabin Block of MKCG, MC and H Berhampur",Finance,"17Nos Bidder are participate, Tender Under Scrutiny.",Somanath Tripathy,22-Oct-2025 12:38 PM,finance_555295.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,2,3131113,Debabrata Panda,16-Oct-2025 03:42 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3130853,Instrument & Control,16-Oct-2025 01:51 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3130875,JAGANNATH PATTNAIK,16-Oct-2025 12:40 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,3130354,KANHU CHARAN MAHAPATRA,15-Oct-2025 10:56 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,3130315,MAA TARATARINI ELECTRICALS,15-Oct-2025 10:26 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,3128313,M/s BINAYAK AGENCY,14-Oct-2025 08:05 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,3130341,M/s MARUTI ASSOCIATES,15-Oct-2025 10:40 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,3128093,M/s S.B. ENTERPRISES,14-Oct-2025 05:54 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,3129257,NIKHEL KUMAR SAHU,15-Oct-2025 01:30 PM,Rejected-AOC,Reject in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,3128572,SANJIT KUMAR PATTNAIK,14-Oct-2025 10:48 PM,Accepted-AOC,Win in Lottery,31-Dec-2025 04:53 PM,,,,,,,,,,,,,,,,AOC
