Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,19-Nov-2025 01:15 PM,techsummary_545124.pdf (201.46 KB),1,3000072,ACTIVE SECURITY AND INTELLIGENCE SEVICES,15-Jul-2025 04:22 PM,Rejected-Finance,Not won in the transparent lottery system,19-Nov-2025 01:26 PM,19-Nov-2025,"INR 304,066",274.0,Samyak Bikash Subudhi,12-Dec-2025 11:40 AM,1WOSusilNath.pdf (780.00 KB),Winner in the transparent lottery system.,Finance,Bid documents of all the bidders have been downloaded successfully.,Surendra Behera,21-Jul-2025 04:54 PM,finance_545124.pdf,BOQ Comparative Chart,1.0,2997402.0,Susil Nath,INR,"304,066",CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,2025_CEBBS_115142_1,SE-AID-3/2025-26,Operation and Maintenance of Aunli Irrigation Project under Angul Irrigation Division for the year 2025-26 for the period of 274 days.,Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,19-Nov-2025 01:26 PM,finsummary_545124.pdf (430.75 KB),AOC,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,SE-AID-3/2025-26,2025_CEBBS_115142_1,Yes,Open Tender,Item Rate,Services,1.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, Registration certificate, Labour license, EPF, ESIC with the appropriate authorities.",07-Jul-2025 10:00 AM,17-Jul-2025 11:00 AM,07-Jul-2025 10:00 AM,16-Jul-2025 05:00 PM,07-Jul-2025 10:00 AM ,11-Jul-2025 05:00 PM ,07-Jul-2025 10:00 AM,16-Jul-2025 05:00 PM,"S.E, Angul Irr. Divn. Angul","O.O the S.E, Angul Irr. Divn. Angul, At/P.O- Hakimpada, Dist-Angul",Operation and Maintenance of Aunli Irrigation Project under Angul Irrigation Division for the year 2025-26 for the period of 274 days.,Operation and Maintenance of Aunli Irrigation Project under Angul Irrigation Division for the year 2025-26 for the period of 274 days.,NA ,NA ,,Miscellaneous Services,Man power services ,Rate Contract,90.0,274.0,Angul,759143.0,NA ,NA ,NA ,"O.O the S.E, Angul Irr. Divn. Angul",No ,No,1.0,ICICI BANK,"3,100",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3000420,M/s. Shantiram Agency,15-Jul-2025 09:59 PM,Rejected-Finance,Not won in the transparent lottery system,19-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD/DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,3,3000271,PRADEEP SECURITY SERVICE,15-Jul-2025 07:37 PM,Rejected-Finance,Not won in the transparent lottery system,19-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2997402,Susil Nath,12-Jul-2025 07:02 PM,Accepted-AOC,Winner in the transparent lottery system for award of contract.,12-Dec-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3000994,Swarna Prava Mahakud,16-Jul-2025 02:17 PM,Rejected-Finance,Not won in the transparent lottery system,19-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
