Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,25nos bids received,Mohammed Shahbaz,13-Aug-2025 09:59 AM,,BOQ Comparative Chart,07-Dec-2025,"INR 2,880,194",30.0,Mohammed Shahbaz,07-Dec-2025 05:57 PM,116114_14_A.pdf (408.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 18.09.2025 to complete the work by 17.10.2025 in all respect,1,3028345,ADITYA KUMAR DAS,08-Aug-2025 01:37 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_116114_14,SE CTC (RandB)-22 of 2025-26,"S/R to Cuttack City ring Road from BOSE gada to Gadagadia Gada, Cuttack (from 2/300km to 3/500km) for the year 2025-26 (such as Providing 25mm thick SDBC) Left Side",1.0,3028562.0,Suroja Kumar Pradhan,INR,"2,880,194",Er Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibas Sr DAO,Mohammed Shahbaz,22-Aug-2025 02:15 PM,techsummary_547487.pdf (1158.58 KB),Er. Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibash Sr DAO,Mohammed Shahbaz,07-Dec-2025 05:53 PM,finsummary_547487.pdf (1236.10 KB),AOC,"S/R to Cuttack City ring Road from BOSE gada to Gadagadia Gada, Cuttack (from 2/300km to 3/500km) for the year 2025-26 (such as Providing 25mm thick SDBC) Left Side",Road work,As per DTCN ,NA ,"33,88,065",Civil Works - Roads,NA ,Tender,90.0,30.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,"33,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN","6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-22 of 2025-26,2025_EICCL_116114_14,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,25-Jul-2025 05:00 PM,11-Aug-2025 11:00 AM,25-Jul-2025 05:00 PM,08-Aug-2025 05:00 PM,NA ,NA ,25-Jul-2025 05:00 PM,08-Aug-2025 05:00 PM,AOC
,,,,,,,,,,,,,2,3028807,AKS MINING INFRACON,08-Aug-2025 04:37 PM,Rejected-Technical,Disqualified due to non submission of Schedule-A in proper format,22-Aug-2025 02:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3022042,AMITABH SWAIN,03-Aug-2025 12:58 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3020394,AMIYA SAMANTRAY,07-Aug-2025 12:42 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3024770,ARACHIS ZEPPELIN SERVICES PRIVATE LIMITED,05-Aug-2025 04:20 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3028739,BIJAY KUMAR PARIDA,08-Aug-2025 04:43 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3024995,BISWANATH BEHERA,05-Aug-2025 07:19 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3028109,DEBANANDA DAS,08-Aug-2025 12:22 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3027983,DEBASISH BHUYAN,08-Aug-2025 10:25 AM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3023791,Ganesh Chandra Swain,04-Aug-2025 09:09 PM,Rejected-AOC,Rejected,07-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
