Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
06-Dec-2025,"INR 1,919,303",90.0,BHAGIRATHI MISHRA,06-Dec-2025 04:33 PM,16Padatira.pdf (2399.00 KB),WORK ORDER ISSUED,Finance,4 BIDDERS PARTICIPATION,SHDHANA BEHERA,22-Nov-2023 07:12 AM,,BOQ Comparative Chart,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,BHAGIRATHI MISHRA,06-Dec-2025 04:30 PM,finsummary_470957.pdf (2398.80 KB),1,2323131,MAMATA MANJARI MALLICK,20-Nov-2023 12:43 PM,Rejected-Technical,OK,29-Jan-2024 01:37 PM,1.0,2322681.0,SIVA SAMBHU ENGINEERING,INR,"1,919,303","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2023_OLIC_96404_16,10/Dt. 02.11.23,INSTALLATION AND ENERGISATION OF PADATIRA-IV LI PROJECT,EE LI CUTTCK,Internal,EE LI CUTTACK AND OTHERS,PABITRA PARIDA,29-Jan-2024 01:37 PM,techsummary_470957.pdf (349.82 KB),AOC,"19,193",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,08-Nov-2023 10:00 AM,21-Nov-2023 10:00 AM,08-Nov-2023 10:00 AM,20-Nov-2023 05:00 PM,08-Nov-2023 10:00 AM ,17-Nov-2023 04:00 PM ,08-Nov-2023 10:00 AM,20-Nov-2023 05:00 PM,"EE LI DIVISION, CUTTACK","O/O EE LI DIVISION, CUTTACK",INSTALLATION AND ENERGISATION OF PADATIRA-IV LI PROJECT,INSTALLATION AND ENERGISATION OF PADATIRA-IV LI PROJECT,Please refer Tender documents. ,NA ,"19,19,303",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,NIALI BLOCK,754001.0,NA ,NA ,NA ,"EE LI DIVISION, CUTTACK",No ,No,1.0,ICICI BANK,1.0,CORRIGENDUMNOTICE5519,Date,,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",10/Dt. 02.11.23,2023_OLIC_96404_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND ALL OTHER DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,2,2324047,PRANAB PRAKASH ACHARYA,20-Nov-2023 03:54 PM,Rejected-Technical,OK,29-Jan-2024 01:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Addendum Notice,Other,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,3,2322681,SIVA SAMBHU ENGINEERING,20-Nov-2023 11:34 AM,Accepted-AOC,OK,06-Dec-2025 04:33 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2322226,SRIKANTA SWAIN,19-Nov-2023 04:13 PM,Rejected-Technical,OK,29-Jan-2024 01:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
