Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Superintending Engineer BBSR R and B Divn No II,Office of S E BBSR R and B Divn No II Surya nagar Unit-7,"10,000",0.0,Nil,Nil,No,"87,653",Yes,percentage,1.0%,Nil,Nil,"Construction of Approach road paver block, kitchen cum dinning and RCC roof cycle stand in Odisha Adarsha Vidyalaya at Gobindapur under Pipili Block in Puri District.","Construction of Approach road paver block, kitchen cum dinning and RCC roof cycle stand in Odisha Adarsha Vidyalaya at Gobindapur under Pipili Block in Puri District.",Please refer Tender documents. ,NA ,"87,65,348",Civil Works - Buildings,NA ,Tender,90.0,180.0,BHUBANESWAR,751003.0,NA ,NA ,NA ,Office of S E BBSR R and B Divn No II,No ,No,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-II-BBSR,e-TCN-15/25-26,2025_EICCL_117509_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"R.C.PAN,GST,BID COST,EMD, ALL AFFIDAVIT SCHEDULE A TO F, ALL MACHINARIES ETC AS PER APPROVED DTCN",01-Sep-2025 06:00 PM,16-Sep-2025 11:00 AM,01-Sep-2025 06:00 PM,15-Sep-2025 05:00 PM,NA ,NA ,01-Sep-2025 06:00 PM,15-Sep-2025 05:00 PM,15-Oct-2025 11:00 AM,1.0,ICICI BANK,AOC,1,3081130,ANAMIKA PANDA,15-Sep-2025 01:30 PM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,11-Dec-2025,"INR 7,451,342",180.0,Sachin Kumar Sahoo,11-Dec-2025 01:16 PM,gouudaa.pdf (798.00 KB),Awarded through transparency lottery system,SACHIN KU SAHOO,Internal,BIKRAM KESHARI PATTNAIK RAJASHREE PATTANAIK,Sachin Kumar Sahoo,13-Oct-2025 06:22 PM,15-Oct-2025 11:00 AM,techsummary_550855.pdf (747.84 KB),Finance,DOCUMENT DOWNLOADED FOR EVALUATION,Tarulata Acharya,15-Oct-2025 05:31 PM,,BOQ Comparative Chart,Technical,DOCUMENT DOWNLOADED FOR EVALUATION,Tarulata Acharya,16-Sep-2025 12:07 PM,,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-II-BBSR,2025_EICCL_117509_1,e-TCN-15/25-26,"Construction of Approach road paver block, kitchen cum dinning and RCC roof cycle stand in Odisha Adarsha Vidyalaya at Gobindapur under Pipili Block in Puri District.",SACHIN KU SAHOO,Internal,,Sachin Kumar Sahoo,11-Dec-2025 01:09 PM,finsummary_550855.pdf (990.25 KB),1.0,3079395.0,SANJAYA KUMAR GOUDA,INR,"7,451,342",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3076296,ASHWINI BARAL,11-Sep-2025 04:01 PM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3078758,DEBASMITA PRIYADARSHINI,13-Sep-2025 04:53 PM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3079727,DEEPAK SAMANTARAY,14-Sep-2025 04:37 PM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3080803,HERO WANI JENA,15-Sep-2025 04:22 PM,Rejected-Technical,Non responsive,13-Oct-2025 06:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3077587,JANMEJAYA CHHOTARAY,12-Sep-2025 02:31 PM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3080362,JITARANJAN MAJHI,15-Sep-2025 07:39 AM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3080643,JITENDRA PRASAD BEHERA,15-Sep-2025 11:42 AM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3080743,MADHAB CHANDRA DAS,15-Sep-2025 12:10 PM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3081319,MAMATA SRICHANDAN,15-Sep-2025 02:19 PM,Rejected-Finance,Non-Responsive,11-Dec-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
