Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
09-Oct-2025 02:00 PM,17-Oct-2025 11:30 AM,09-Oct-2025 02:00 PM,16-Oct-2025 05:00 PM,09-Oct-2025 02:00 PM ,16-Oct-2025 05:00 PM ,09-Oct-2025 02:00 PM,16-Oct-2025 05:00 PM,30-Oct-2025 09:00 AM,"5,517",Yes,fixed,,Nil,Nil,O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,"O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION BARGARH, AT-NEAR GOVT BUS STAND INFRONT OF WOMENS COLLEGE BARGARH",1.0,1ST CORRIGENDUM,Other,,"Supplying and fixing of Electric Hydraulic Ladder for Biju Pattnaik Indoor Stadium (MPH) at Bijepur NAC, Bijepur for the year 2025-26",ELECTRICAL WORK,PLEASE REFER THE TENDER DOCUMENTS ,NA ,"5,51,713",Electrical Works,NA ,Tender,90.0,30.0,BIJEPUR,768032.0,NA ,NA ,NA ,O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,No ,No,1,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD-14 OF 2025-26,2025_EICCL_119092_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, Bid Declaration Form, GSTIN, PAN, EPF, ESI, Affidavit and other DOC as per DTCN","4,000",0.0,Nil,Nil,No,AOC,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2025_EICCL_119092_8,IFB-SE PWD-14 OF 2025-26,"Supplying and fixing of Electric Hydraulic Ladder for Biju Pattnaik Indoor Stadium (MPH) at Bijepur NAC, Bijepur for the year 2025-26",Technical,Total No. of 2 nos bidder accepted for technical evaluation process.,Arun Kumar Pandey,17-Oct-2025 12:04 PM,,ARUN KUMAR PANDEY,Internal,1-VINIT KUMAR 2-UMESH CHANDRA BHOI 3-HAIMABATI SA,Arun Kumar Pandey,18-Dec-2025 07:26 PM,finsummary_555020.pdf (397.29 KB),1.0,3130042.0,BALBIR SINGH GOG,INR,"469,011",1,3130042,BALBIR SINGH GOG,15-Oct-2025 08:24 PM,Accepted-AOC,1ST LOWEST,18-Dec-2025 07:28 PM,18-Dec-2025,"INR 469,011",30.0,Arun Kumar Pandey,18-Dec-2025 07:28 PM,AOCMPHBIJEPUR.pdf (397.00 KB),ARUN KUMAR PANDEY,Internal,,Arun Kumar Pandey,28-Oct-2025 02:05 PM,30-Oct-2025 09:00 AM,techsummary_555020.pdf (246.88 KB),Finance,Total No. of 2 nos bidder accepted for financial evaluation process.,Umesh Chandra Bhoi,30-Oct-2025 10:57 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,2,Finance,.xls,Bill of quantity,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3130784,M/S LAXMI NARAYAN PVT.ENTERPRISES,16-Oct-2025 12:18 PM,Rejected-AOC,2ND LOWEST,18-Dec-2025 07:28 PM,,,,,,,,,,,,,,,,,,,,AOC
