S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"3)Repair of expansion joint by replacing strip seal to joints between bay no. 01-02, 03-04, 04-05,06-07, 07-08, 14-15, 15-16, 16-17, 18-19, 19-20,23-24, 26-27, 27-28, 29-30,30-31, 33-34, 34-35, 35-36, 38-39, 39-40 and 41-42of NarajBarrage (MBD69/2025","Repair of expansion joint by replacing strip seal to joints between bay no. 01-02, 03-04, 04-05,06-07, 07-08, 14-15, 15-16, 16-17, 18-19, 19-20,23-24, 26-27, 27-28, 29-30,30-31, 33-34, 34-35, 35-36, 38-39, 39-40 and 41-42 of NarajBarrage (MBD69/2025)",Please refer Tender documents. ,NA ,"44,63,162",Civil Works - Bridges,NA ,Tender,90.0,120.0,Cuttack,753003.0,NA ,NA ,NA ,"Superintending Engineer, Mahanadi Barrage Division",No ,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e proccurment notice.16/2025-26,2025_CELBB_120158_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer, Mahanadi Barrage Division","Superintending Engineer, Mahanadi Barrage Division Gandarpur cuttack 753003",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN, Affidavit, Bid Security,Undertakings , NRC, GSTIN and any other documents as per DTCN",28-Oct-2025 10:00 AM,07-Nov-2025 11:30 AM,28-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,28-Oct-2025 10:00 AM ,06-Nov-2025 05:00 PM ,28-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,"44,635",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2025_CELBB_120158_3,e proccurment notice.16/2025-26,"3)Repair of expansion joint by replacing strip seal to joints between bay no. 01-02, 03-04, 04-05,06-07, 07-08, 14-15, 15-16, 16-17, 18-19, 19-20,23-24, 26-27, 27-28, 29-30,30-31, 33-34, 34-35, 35-36, 38-39, 39-40 and 41-42of NarajBarrage (MBD69/2025",SE MBD,Internal,DAO,Kartika Samal,14-Nov-2025 02:52 PM,finsummary_558727.pdf (295.25 KB),Finance,3 Bidder Participated,Kartika Samal,12-Nov-2025 04:12 PM,,BOQ Comparative Chart,1.0,3175232.0,CHANDRAKANTA LENKA,INR,"3,794,134",1,3175232,CHANDRAKANTA LENKA,02-Nov-2025 07:45 PM,Accepted-AOC,Lottery Winner being unsuccessful tenderer on lottery system,17-Dec-2025 03:00 PM,29-Nov-2025,"INR 3,794,134",120.0,Kartika Samal,17-Dec-2025 02:59 PM,wo69.pdf (587.00 KB),"Work has been awarded to Chandrakanta Lenka.The date of commencement/contract may please be recorded as dt.29.11.2025.The deposit towards EMD and ISD has been received in favour of SE MBD, Cuttack",SE MBD,Internal,DAO,Kartika Samal,12-Nov-2025 04:18 PM,techsummary_558727.pdf (407.74 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3189813,DEBAKANTA MALLICK,06-Nov-2025 03:59 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,14-Nov-2025 02:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3185642,SSA TECHNO CONSTRUCTION PVT LTD,06-Nov-2025 04:10 PM,Rejected-Technical,Disqualified due to wrong class of contractor as per dtcn,12-Nov-2025 04:18 PM,,,,,,,,,,,,,,AOC
