Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
S.E. MI Divn. Kandhamal,"O/o the S.E. MI Divn. Kandhamal, Phulbani",1.0,ICICI BANK,"54,600",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",BID IDENTIFICATION NO-09/2025-26,2025_CEMIB_120739_7,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,04-Nov-2025 10:00 AM,13-Nov-2025 11:00 AM,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,NA ,NA ,04-Nov-2025 10:00 AM,12-Nov-2025 05:30 PM,24-Nov-2025 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Only Valid CDMS, GST, PAN, Reg certificate, No relation, Affidavits and no other documents.","10,000",0.0,Nil,Nil,No,Construction of Nedipadar (B) Check Dam near village Nedipadar(B) of Salaguda GP in Phiringia Block of Kandhamal district.,Construction of Nedipadar (B) Check Dam near village Nedipadar(B) of Salaguda GP in Phiringia Block of Kandhamal district.,Please refer Tender documents. ,NA ,"54,57,000",Civil Works - Others,Repair of MIP ,Tender,90.0,180.0,Phulbani,762001.0,NA ,NA ,NA ,O/o the S.E. MI Divn. Kandhamal,No ,No,AOC,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,26-Dec-2025 09:29 PM,finsummary_561625.pdf (1050.43 KB),Technical,Bid opening summary,SURJYA NARAYANA PANIGRAHI,23-Nov-2025 05:35 PM,technical_561625.pdf,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_120739_7,BID IDENTIFICATION NO-09/2025-26,Construction of Nedipadar (B) Check Dam near village Nedipadar(B) of Salaguda GP in Phiringia Block of Kandhamal district.,1.0,3199246.0,IPSITA PATTNAIK,INR,"4,638,409",26-Dec-2025,"INR 4,638,409",180.0,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 09:36 PM,7Nedipadar.pdf (658.00 KB),AOC,1,3214797,ANIL KUMAR PRADHAN,12-Nov-2025 08:36 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,Finance,Bid opening summary,SURJYA NARAYANA PANIGRAHI,26-Dec-2025 01:34 PM,finance_561625.pdf,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, AEE Estimator, AEE, MISD, Phulbani, AEE,MISD, G.Udayagiri and AEE, MISD, Balliguda",SURJYA NARAYANA PANIGRAHI,23-Nov-2025 07:03 PM,24-Nov-2025 09:00 AM,techsummary_561625.pdf (1050.43 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3205330,ANIRUDDHA SAHOO,10-Nov-2025 10:41 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3216820,ASHISH SINGH,12-Nov-2025 12:49 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3217573,ASHOK KUMAR SINGH,12-Nov-2025 02:58 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3214875,ASUTOSH BHATTA,11-Nov-2025 07:32 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3215898,BIKASH CHANDRA DIHUDI,12-Nov-2025 08:22 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3217816,BIKASH KUMAR SAHU,12-Nov-2025 03:38 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3211606,BIPLAB KESHARI SWAIN,11-Nov-2025 11:22 AM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3212432,Biren Kumar Pradhan,11-Nov-2025 12:59 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3194197,BISWAJEET PATTANAYAK,07-Nov-2025 06:17 PM,Rejected-AOC,Not qualified,26-Dec-2025 09:37 PM,,,,,,,,,,,,,,AOC
