Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
09-Oct-2025 11:00 AM,24-Oct-2025 11:00 AM,09-Oct-2025 11:00 AM,23-Oct-2025 05:00 PM,09-Oct-2025 11:00 AM ,20-Oct-2025 05:00 PM ,09-Oct-2025 11:00 AM,23-Oct-2025 05:00 PM,"11,800",0.0,Nil,Nil,No,"INSTALLATION AND ENERGISATION OF DAPALA(B)-III, DAPALA(B)-IV, DHUNDIGORA-III AND DHUNDIGORA-IV LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF","INSTALLATION AND ENERGISATION OF DAPALA(B)-III, DAPALA(B)-IV, DHUNDIGORA-III AND DHUNDIGORA-IV LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF",PLEASE REFER TENDER DOCUMENT DTCN ,NA ,"1,33,02,806",Civil Works - Lift Irrigation Schemes,RIVER LIFT ,Tender,365.0,120.0,BOUDH,762014.0,NA ,NA ,NA ,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, BOUDH",No ,No,"1,33,028",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, MASTER LANE, BOUDH-762014",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,OLIC-BOUDH-14/2025-26/4229 DT-26.09.2025,2025_OLIC_118998_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, PAN, GST AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,AOC,"Executive Engineer,L.I.Division, Boudh",Internal,"Estimator, L.I. Division, Boudh, Assistant Accountant, L.I. Division, Boudh",Satya Narayan Rana,19-Dec-2025 07:24 PM,finsummary_554802.pdf (424.55 KB),Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,2025_OLIC_118998_16,OLIC-BOUDH-14/2025-26/4229 DT-26.09.2025,"INSTALLATION AND ENERGISATION OF DAPALA(B)-III, DAPALA(B)-IV, DHUNDIGORA-III AND DHUNDIGORA-IV LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF",1.0,3141830.0,Tapas Kumar Sahoo,INR,"11,308,715.38",Finance,Sixteen nos of bidders have participated,Satya Narayan Rana,27-Oct-2025 08:27 PM,,BOQ Comparative Chart,19-Dec-2025,"INR 13,344,284",120.0,Satya Narayan Rana,19-Dec-2025 07:28 PM,Package16.pdf (1194.00 KB),Awarded,1,3126718,DEBADATTA KHAMARI,23-Oct-2025 12:39 AM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,"Executive Engineer,L.I.Division, Boudh",Internal,"Estimator,L.I.Division,Boudh, Assistant Accountant , L.I.Division,Boudh",Satya Narayan Rana,28-Nov-2025 11:57 PM,techsummary_554802.pdf (328.17 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3136144,MOHAMMAD ANISH,21-Oct-2025 06:22 PM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3142157,M/S DILIP KUMAR SAHOO,23-Oct-2025 01:20 PM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3129342,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,22-Oct-2025 01:12 PM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3126856,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",17-Oct-2025 07:17 AM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3136266,MS Shree Shyam and Co,19-Oct-2025 07:20 PM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3144347,Pinaki Mishra,23-Oct-2025 12:03 AM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3129806,ROHIT KUMAR TRIVEDI,15-Oct-2025 05:58 PM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3140880,SANTOSINI KHATUA,23-Oct-2025 12:16 PM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3140234,SARAT CHANDRA MAHAPATRA,22-Oct-2025 10:21 PM,Rejected-AOC,Reject,19-Dec-2025 07:28 PM,,,,,,,AOC
