S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2469442.0,M/S BMT Profile,INR,"348,517,764",Smt Anu Garg,External,"Er CS Padhi, Er. S Mohanty, Er L Gouda, Er CR Bhuyan, SP Rath, B Mallick, S Sahoo",Chitta Ranjan Bhuyan,02-Sep-2025 04:20 PM,finsummary_495925.pdf (2073.73 KB),Technical,The Technical bid documents of the above bidders have been downloaded successfully from website,Ramakanta Mohapatra,12-Apr-2024 02:03 PM,technical_495925.pdf,"CE-BM,BSB Basin,Laxmiposi",2024_CEBML_101632_2,"43/ 23-24 of CEBM, SBB, Laxmiposi","B. Construction of Haripur Distributary from RD 7550 m to RD 12000 m with its all minors and sub-minors including all structures, CC lining and service road.",Finance,The Financial Bid Document of above Bidders have been Downloaded Successfully.,Ramakanta Mohapatra,10-May-2025 07:31 AM,finance_495925.pdf,BOQ Comparative Chart,Smt Anu Garg Additional Chief Secretary to Govt DOWR,External,Er C S Padhi Er L Gouda Er R K Mohapatra Mr N R Panda Mr G Sethi Mr M Dash,Ramakanta Mohapatra,08-May-2025 09:00 AM,09-May-2025 11:00 AM,techsummary_495925.pdf (2060.04 KB),01-Nov-2025,"INR 348,517,764",730.0,Chitta Ranjan Bhuyan,19-Dec-2025 05:21 PM,HaripurRD7550mto12000m.pdf (1125.00 KB),"The work is awarded to M/s BMT Profile vide Letter No. 4639/WE dt.15.10.25 of SE, BCD, Laxmiposi",1,2478568,GVV CONSTRUCTIONS PRIVATE LIMITED,27-Mar-2024 11:51 AM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:20 PM,AOC,23-Feb-2024 01:30 PM,28-Mar-2024 11:00 AM,23-Feb-2024 01:30 PM,27-Mar-2024 05:00 PM,23-Feb-2024 01:30 PM ,05-Mar-2024 05:00 PM ,23-Feb-2024 02:30 PM,27-Mar-2024 05:00 PM,09-May-2025 11:00 AM,"Office of the CE and BM, S and B Basin, Laxmiposi","Office of the CE and BM, S and B Basin, Laxmiposi","B. Construction of Haripur Distributary from RD 7550 m to RD 12000 m with its all minors and sub-minors including all structures, CC lining and service road.","B. Construction of Haripur Distributary from RD 7550 m to RD 12000 m with its all minors and sub-minors including all structures, CC lining and service road.",As per Technical bid  ,NA ,"40,99,72,667",Civil Works - Canal,NA ,Tender,90.0,730.0,Betnoti Block,757025.0,"Office of the CE and BM, S and B Basin, Laxmiposi ","Office of the CE and BM, S and B Basin, Laxmiposi ",07-Mar-2024 11:30 AM ,"Office of the CE and BM, S and B Basin, Laxmiposi",No ,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, GST, PAN, Contractors R.C., Affidavit, no relationship with Department Etc","40,99,800",No,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Corrigendum No.2,Date,,"CE-BM,BSB Basin,Laxmiposi","43/ 23-24 of CEBM, SBB, Laxmiposi",2024_CEBML_101632_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2482619,LORDS INFRACON PRIVATE LIMITED,27-Mar-2024 08:32 AM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as per DTCN.,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Corrigendum No.1,Technical Bid,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2474343,MACKINTOSH BURN LIMITED,22-Mar-2024 05:45 PM,Rejected-Technical,"As per approval of Technical bid Lr No.27122dt.04.10.2024 of Govt of Odisha, DoWR",08-May-2025 09:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2487316,MEHUL GEO PROJECTS LLP,27-Mar-2024 04:52 PM,Rejected-Technical,"As per approval of Technical bid Lr No.27122dt.04.10.2024 of Govt of Odisha, DoWR",08-May-2025 09:00 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2477849,M/S BIG BUILD INFRASTRUCTURE & CO,27-Mar-2024 02:37 PM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2469442,M/S BMT Profile,12-Mar-2024 02:33 PM,Accepted-AOC,Awarded,19-Dec-2025 05:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2476979,M S H M CONSTRUCTION,15-Mar-2024 05:46 PM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2477862,M/S SANTOSH KUMAR KHANDELWAL,25-Mar-2024 02:05 PM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2478675,Sri Sanjay Kumar Agrawalla,27-Mar-2024 01:49 PM,Rejected-Finance,As per approval of financial bid,02-Sep-2025 04:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
