Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
EXECUTIVE OFFICER NAC DIGAPAHANDI,EXECUTIVE OFFICER NAC DIGAPAHANDI,07-Nov-2025 11:00 AM,19-Nov-2025 11:00 AM,07-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,07-Nov-2025 11:00 AM ,07-Nov-2025 05:00 PM ,07-Nov-2025 11:00 AM,17-Nov-2025 05:30 PM,19-Nov-2025 03:00 PM,"Construction of newly drain with cover plate, Guard wall and CC Road at Chandra Sekhar Nagar, in ward No- 02 NAC Digapahandi","Construction of newly drain with cover plate, Guard wall and CC Road at Chandra Sekhar Nagar, in ward No- 02 NAC Digapahandi",Please refer Tender documents. ,NA ,"11,54,384",Civil Works - Others,NA ,Tender,90.0,30.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,"11,550",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENTS,1,ICICI BANK,Municipal Bodies||Digapahandi NAC,DIGNAC-04/2025-26,2025_ORULB_120808_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,AOC,Technical,Two bidders are paticipated and qualified for financial bid.,Abinash Mishra,19-Nov-2025 01:29 PM,technical_562408.pdf,Municipal Bodies||Digapahandi NAC,2025_ORULB_120808_4,DIGNAC-04/2025-26,"Construction of newly drain with cover plate, Guard wall and CC Road at Chandra Sekhar Nagar, in ward No- 02 NAC Digapahandi",CHAIRPERSON,Internal,EO AE ME ACOUNTANT,Abinash Mishra,24-Nov-2025 06:45 PM,finsummary_562408.pdf (870.67 KB),1.0,3229767.0,JITENDRA KUMAR MARTHA,INR,"1,154,037",01-Dec-2025,"INR 1,154,037",30.0,Abinash Mishra,01-Dec-2025 07:39 PM,3002_4.pdf (774.00 KB),1,3229767,JITENDRA KUMAR MARTHA,16-Nov-2025 05:45 PM,Accepted-AOC,L1 awarded,01-Dec-2025 07:39 PM,CHAIRPERSON,Internal,EO AE ME,Abinash Mishra,19-Nov-2025 01:53 PM,19-Nov-2025 03:00 PM,techsummary_562408.pdf (721.84 KB),Finance,all bidders are qualified.,Abinash Mishra,24-Nov-2025 05:56 PM,finance_562408.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3229775,Niranjan Lenka,16-Nov-2025 05:47 PM,Rejected-Finance,L2 REJECTED,24-Nov-2025 06:45 PM,,,,,,,,,,,,,,AOC
